,Unnamed: 0_x,SCAPN,SCSitus_NumNam_x,PropID,Star_rating,City,State,Zip,County,For_sale_price,For_sale_status,Land_area,Num_units,Cap_rate,Vacancy_%,Avg_unit_sqft,Avg_Concession_%,Parking_per_unit,Days_on_mkt,Amenities,Year_built,Year_reno,Last_sale_date,Last_sale_price,Transit_dist_mile,Transit_walk_time_min,Const_material,Num_studio,Studio_rent_sqft,Studio_avg_sqft,Studio_concession_%,Studio_vacancy_%,Num_1_bed,1_bed_rent_sqft,1_bed_avg_sqft,1_bed_concession_%,1_bed_vacancy_%,Num_2_bed,2_bed_rent_sqft,2_bed_avg_sqft,2_bed_concession_%,2_bed_vacancy_%,Num_3_bed,3_bed_rent_sqft,3_bed_avg_sqft,3_bed_concession_%,3_bed_vacancy_%,Num_4_bed,4_bed_rent_sqft,4_bed_avg_sqft,4_bed_concession_%,4_bed_vacancy_%,2010_Avg_age,2019_Avg_age,2019_Pop_25_39,2024_Avg_age,2024_Pop_25_39,Unnamed: 0_y,SID,SCSitus_NumNam_y,Building_age,Cap_rate_pro_forma,Cap_rate_actual,Land_value,Total_value,Assessed_yr,Floor_area_ratio,Num_floors,Price_per_sqft,Land_price_per_AC,Sale_date,Sale_price,Price,Concession_value,NOI
114,226,NC New Hanover R04907-001-001-000,NC New Hanover4615 Greentree Rd,P8369,3,Wilmington,NC,28405    ,New Hanover,,N,7.66,100,0.061366151685393194,0.44,850.0,0.01,0.0,,"Business Center, Clubhouse, Laundry Facilities, Playground, Property Manager on Site",1973.0,2018.0,2017-02-15 00:00:00.000000000,3000000,6.86,,Wood Frame,,,,,,8.0,0.9,610.0,0.01,0.5,44.0,0.87,760.0,0.01,0.43200000000000005,32.0,0.81,910.0,0.01,0.43799999999999994,16.0,0.7,1100.0,0.01,0.43799999999999994,32.3,33.1,2434.0,33.8,2549.0,11393.0,S11394,NC New Hanover 4615 Greentree Rd,46.0,,,262400.0,1526100.0,2016.0,0.255127087,2.0,35.24,391644.91,1970-01-01 00:00:00.000042781,3000000.0,3000000.0,30000.0,303280.28822231106
115,237,NC Forsyth 6817-86-9296,NC Forsyth5785 Hickory Knoll Dr,P8380,3,Winston-Salem,NC,271062770,Forsyth,,N,0.06,110,0.061200000000000004,0.0,495.0,0.003,,,"Courtyard, Property Manager on Site, Vintage Building",1983.0,,2019-03-15 00:00:00.000000000,3900000,28.83,,,,,,,,110.0,0.96,495.0,0.003,0.0,,,,,,,,,,,,,,,,36.2,34.1,3439.0,34.4,3198.0,11351.0,S11352,NC Forsyth 5785 Hickory Knoll Dr,36.0,,0.061200000000000004,412548.0,2594648.0,,20.83811711,2.0,71.63,65000000.0,1970-01-01 00:00:00.000043539,3900000.0,3900000.0,11700.0,214148.1024
116,237,NC Forsyth 6817-86-9296,NC Forsyth5785 Hickory Knoll Dr,P8380,3,Winston-Salem,NC,271062770,Forsyth,,N,0.06,110,0.0702,0.0,495.0,0.003,,,"Courtyard, Property Manager on Site, Vintage Building",1983.0,,2019-03-15 00:00:00.000000000,3900000,28.83,,,,,,,,110.0,0.96,495.0,0.003,0.0,,,,,,,,,,,,,,,,36.2,34.1,3439.0,34.4,3198.0,11375.0,S11376,NC Forsyth 5785 Hickory Knoll Dr,36.0,,0.0702,412548.0,2594648.0,,20.83811711,2.0,62.44,56666666.67,1970-01-01 00:00:00.000043539,3400000.0,3400000.0,10200.0,210435.1704
117,238,NC Mecklenburg 089-161-01,NC Mecklenburg6940 Hidden Forest Dr,P8381,4,Charlotte,NC,282136179,Mecklenburg,,N,9.56,108,0.0697,0.0,773.0,0.003,1.62,,"Clubhouse, Property Manager on Site, Package Service, Maintenance on site, Sundeck",2002.0,,2016-10-06 00:00:00.000000000,5610500,14.39,,Wood Frame,,,,,,54.0,1.15,663.0,0.003,0.0,54.0,1.01,883.0,0.003,0.0,,,,,,,,,,,31.7,33.0,3298.0,34.4,3240.0,11287.0,S11288,NC Mecklenburg 6940 Hidden Forest Dr,17.0,,0.0697,624800.0,3220000.0,2015.0,0.226948873,3.0,59.36,586872.38,1970-01-01 00:00:00.000042649,5610500.0,5610500.0,16831.5,348676.44555
118,244,NC Guilford 0055439,NC Guilford3216 Holden Rd,P8387,2,Greensboro,NC,27407,Guilford,,N,9.8959,132,0.061366151685393194,0.2652,851.0,0.01,0.758,,"Laundry Facilities, Playground, Property Manager on Site, Laundry Service",1972.0,,2015-02-25 00:00:00.000000000,3850000,15.56,,,,,,,,28.0,0.78,670.0,0.01,0.28600000000000003,96.0,0.67,890.0,0.01,0.271,8.0,0.69,1009.0,0.01,0.125,,,,,,35.9,37.4,1455.0,38.3,1442.0,,,,,,,1024492.3333333334,,,,,,,,,3850000,38500.0,239184.9876167606
119,246,NC Wake 1724.18-31-8009-000,NC Wake 3004-3112 Holston Ln,P8389,3,Raleigh,NC,27610    ,Wake,,N,5.4392,130,0.061366151685393194,0.061500000000000006,745.0,0.006999999999999999,1.9380000000000002,,,1984.0,,2017-04-28 00:00:00.000000000,5670250,16.78,,Wood Frame,,,,,,,,,,,130.0,0.98,680.0,0.006999999999999999,0.062,,,,,,,,,,,31.2,33.2,1792.0,34.5,1819.0,,,,,,,2894698.598540146,,,,,,,,,5670250,39691.74999999999,184081.66037693105
120,254,NC Mecklenburg 135-211-10,NC Mecklenburg10043 Idlewild Rd,P8397,3,Matthews,NC,28105,Mecklenburg,,N,8.18,118,0.061366151685393194,0.12710000000000002,725.0,0.01,,,"Fitness Center, Laundry Facilities, Property Manager on Site, Gameroom, Walking/Biking Trails, Lounge",2007.0,,2013-09-19 00:00:00.000000000,17199000,17.69,,,36.0,5.65,457.0,0.01,0.139,41.0,5.3,718.0,0.01,0.122,41.0,3.6,966.0,0.01,0.122,,,,,,,,,,,35.4,36.7,2084.0,37.7,2161.0,,,,,,,2072367.2005420055,,,,,,,,,17199000,171990.0,1075515.645880575
121,255,NC Forsyth 5892-11-1752,NC Forsyth6889 Idols Rd,P8398,3,Clemmons,NC,27012,Forsyth,,N,3.26,128,0.06,0.0313,861.0,0.005,1.641,,"Laundry Facilities, Picnic Area, Playground, Grill, Renters Insurance Program",1977.0,1997.0,2017-01-10 00:00:00.000000000,9500000,34.57,,Wood Frame,,,,,,42.0,1.2,572.0,0.005,0.024,86.0,0.88,1002.0,0.005,0.035,,,,,,,,,,,41.1,42.7,395.0,43.3,483.0,11178.0,S11179,NC Forsyth 6889 Idols Rd,42.0,,0.06,1443488.0,6152400.0,2016.0,0.776212105,2.0,86.19,2914110.43,1970-01-01 00:00:00.000042745,9500000.0,9500000.0,47500.0,501951.8117064106
122,255,NC Forsyth 5892-11-1752,NC Forsyth6889 Idols Rd,P8398,3,Clemmons,NC,27012,Forsyth,,N,3.26,128,0.061366151685393194,0.0313,861.0,0.005,1.641,,"Laundry Facilities, Picnic Area, Playground, Grill, Renters Insurance Program",1977.0,1997.0,2017-01-10 00:00:00.000000000,9500000,34.57,,Wood Frame,,,,,,42.0,1.2,572.0,0.005,0.024,86.0,0.88,1002.0,0.005,0.035,,,,,,,,,,,41.1,42.7,395.0,43.3,483.0,11190.0,S11191,NC Forsyth 6889 Idols Rd,42.0,,,1443488.0,6152400.0,2016.0,0.776212105,2.0,79.2,2677944.79,1970-01-01 00:00:00.000042745,8730100.0,8730100.0,43650.5,464364.6128509854
123,255,NC Forsyth 5892-11-1752,NC Forsyth6889 Idols Rd,P8398,3,Clemmons,NC,27012,Forsyth,,N,3.26,128,0.061366151685393194,0.0313,861.0,0.005,1.641,,"Laundry Facilities, Picnic Area, Playground, Grill, Renters Insurance Program",1977.0,1997.0,2017-01-10 00:00:00.000000000,9500000,34.57,,Wood Frame,,,,,,42.0,1.2,572.0,0.005,0.024,86.0,0.88,1002.0,0.005,0.035,,,,,,,,,,,41.1,42.7,395.0,43.3,483.0,11554.0,S11555,NC Forsyth 6889 Idols Rd,42.0,,,407150.0,1452700.0,2016.0,0.776212105,2.0,,,1970-01-01 00:00:00.000042745,,9500000,47500.0,579031.7998942744
124,257,NC Guilford 18-00-0299-0-0001-00-005,NC Guilford3007 Ingleside Dr,P8400,3,High Point,NC,272652069,Guilford,,N,10.0,112,0.057699999999999994,0.0446,942.0,0.025,1.786,,"24 Hour Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Gameroom, Grill",1969.0,2012.0,2018-08-20 00:00:00.000000000,7150000,15.82,,Wood Frame,,,,,,20.0,0.87,733.0,0.009000000000000001,0.1,80.0,0.75,957.0,0.027000000000000003,0.025,12.0,0.75,1187.0,0.03,0.083,,,,,,37.9,38.9,978.0,39.6,941.0,11233.0,S11234,NC Guilford 3007 Ingleside Dr,50.0,,0.057699999999999994,1024492.3333333334,,,0.252525253,2.0,65.0,715000.0,1970-01-01 00:00:00.000043332,7150000.0,7150000.0,178750.0,380736.5159793455
125,259,NC Durham 158464,NC Durham3004 Ivey Wood Ln,P8402,3,Durham,NC,27703    ,Durham,,N,9.5556,100,0.061366151685393194,,988.0,0.002,2.0,,"Clubhouse, Picnic Area, Playground",1990.0,,2007-04-20 00:00:00.000000000,4250020,10.17,,Wood Frame,,,,,,,,,,,60.0,0.92,903.0,0.002,0.0,40.0,0.82,1116.0,0.003,0.0,,,,,,32.8,35.5,1200.0,36.4,1256.0,11338.0,S11339,NC Durham 3004 Ivey Wood Ln,29.0,,,2847550.113821138,,2006.0,0.25253158600000003,2.0,40.43,444767.47,1970-01-01 00:00:00.000039192,4250020.0,4250020.0,8500.04,
126,260,NC Iredell 4656-92-2550.000,NC Iredell130 JC Cir,P8403,3,Mooresville,NC,28115,Iredell,,N,10.46,100,0.061366151685393194,0.05,1150.0,0.006,,,"24 Hour Access, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site",1997.0,,2012-12-20 00:00:00.000000000,3150000,32.4,,,,,,,,,,,,,40.0,0.94,947.0,0.009000000000000001,0.1,48.0,0.82,1262.0,0.004,0.021,12.0,0.83,1375.0,0.004,0.0,34.7,36.9,301.0,38.4,289.0,11387.0,S11388,NC Iredell 130 JC Cir,22.0,,,989228.3333333334,4754110.0,,0.425053277,2.0,16.26,301147.23,1970-01-01 00:00:00.000041263,3150000.0,3150000.0,18900.0,140797.96012738996
127,262,NC Guilford 0049358,NC Guilford2200 Juliet Pl,P8405,4,Greensboro,NC,27406,Guilford,,N,6.22,131,0.061366151685393194,0.0229,976.0,0.004,1.504,,"Business Center, Clubhouse, Property Manager on Site, Gated, Package Service, Maintenance on site",2009.0,,2015-04-28 00:00:00.000000000,6473000,15.9,,Wood Frame,,,,,,62.0,0.92,812.0,0.004,0.032,69.0,0.76,1123.0,0.004,0.015,,,,,,,,,,,34.9,36.5,2277.0,37.4,2262.0,,,,,,,1024492.3333333334,,,,,,,,,6473000,25892.0,343816.2320449623
128,263,NC Randolph 7761-32-9752,NC Randolph1101 Kemp Blvd,P8406,3,Asheboro,NC,27203    ,Randolph,,N,15.5,100,0.061366151685393194,0.04,878.0,0.005,1.2,,,1970.0,2005.0,2015-12-10 00:00:00.000000000,2600000,38.76,,Wood Frame,,,,,,25.0,0.81,610.0,0.004,0.04,25.0,0.65,850.0,0.01,0.12,25.0,0.64,950.0,0.003,0.0,25.0,0.61,1100.0,0.003,0.0,38.9,38.7,883.0,39.1,905.0,,,,,,,929820.0,,,,,,,,,2600000,13000.0,107594.04082689596
129,266,NC Mecklenburg 101-052-23,NC Mecklenburg2205 Kilborne Dr,P8409,2,Charlotte,NC,282054203,Mecklenburg,,N,7.7,128,0.0775,0.046900000000000004,838.0,0.006,1.5630000000000002,,"Clubhouse, Laundry Facilities, Tennis Court",1971.0,,2016-10-31 00:00:00.000000000,5550000,13.63,,Wood Frame,,,,,,104.0,0.96,800.0,0.006,0.048,24.0,0.87,1000.0,0.006,0.042,,,,,,,,,,,35.0,35.4,2885.0,36.4,2729.0,11291.0,S11292,NC Mecklenburg 2205 Kilborne Dr,48.0,,0.0775,670800.0,3743700.0,2015.0,0.319797741,2.0,51.74,720779.22,1970-01-01 00:00:00.000042674,5550000.0,5550000.0,33300.0,399453.1004091911
131,267,NC Wilson 3722-27-8907.000,NC Wilson1602 Kincaid Ave,P8410,2,Wilson,NC,27893,Wilson,,N,11.59,100,0.061366151685393194,0.03,820.0,0.004,1.59,,"Laundry Facilities, Playground, Basketball Court",1979.0,,2014-03-31 00:00:00.000000000,2400000,,,,,,,,,60.0,0.82,600.0,0.003,0.0,20.0,0.55,1000.0,0.006,0.05,10.0,0.54,1200.0,0.006,0.1,10.0,0.56,1400.0,0.006,0.1,37.0,38.0,1191.0,38.6,1187.0,11411.0,S11412,NC Wilson 1602 Kincaid Ave,40.0,,,353402.0,2725627.0,2012.0,0.165744959,2.0,28.68,207075.06,1970-01-01 00:00:00.000041729,2400000.0,2400000.0,9600.0,130083.46223010527
132,270,NC Mecklenburg 183-121-10,NC Mecklenburg4208 Knob Oak Ln,P8413,3,Charlotte,NC,28211,Mecklenburg,,N,10.18,109,0.0697,,1313.0,0.0,0.0,,"24 Hour Access, Laundry Facilities, Property Manager on Site, Tennis Court, Recycling",1974.0,,2013-03-10 00:00:00.000000000,7400000,12.26,,Masonry,,,,,,,,,,,51.0,,1193.0,,,58.0,,1418.0,,,,,,,,39.2,39.9,1480.0,40.5,1418.0,11224.0,S11225,NC Mecklenburg 4208 Knob Oak Ln,45.0,,0.0697,2072367.2005420055,,2011.0,0.435594443,2.0,38.31,726915.52,1970-01-01 00:00:00.000041343,7400000.0,7400000.0,0.0,
133,276,NC Guilford 0203108,NC Guilford928 Lakecrest Ave,P8419,3,High Point,NC,27265,Guilford,,N,12.79,130,0.061366151685393194,,1052.0,0.003,1.169,,Clubhouse,1971.0,2003.0,2015-12-29 00:00:00.000000000,5600000,14.2,,Wood Frame,,,,,,9.0,0.83,810.0,0.003,0.0,84.0,0.8,960.0,0.003,0.0,37.0,0.69,1321.0,0.003,0.0,,,,,,39.3,40.0,1377.0,40.3,1346.0,,,,,,,1024492.3333333334,,,,,,,,,5600000,16800.0,
134,279,NC Rowan 330-139,NC Rowan100 Laurel Point Cir,P8422,3,Salisbury,NC,28147,Rowan,,N,9.1,100,0.061366151685393194,0.05,1151.0,0.005,,,,1998.0,,2016-04-20 00:00:00.000000000,4025000,,,,,,,,,,,,,,40.0,0.96,947.0,0.006,0.05,47.0,0.82,1262.0,0.005,0.043,13.0,0.8,1375.0,0.005,0.077,34.5,35.4,775.0,36.3,748.0,11346.0,S11347,NC Rowan 100 Laurel Point Cir,21.0,,,546000.0,4212047.0,2015.0,0.441825851,2.0,22.98,442307.69,1970-01-01 00:00:00.000042480,4025000.0,4025000.0,20125.0,226029.30054331734
135,283,NC Wake 0796.19-60-0994-801,NC Wake4315 Lead Mine Rd,P8426,2,Raleigh,NC,276123314,Wake,,N,10.93,111,0.061366151685393194,0.7658,1053.0,0.01,2.18,,Laundry Facilities,,,2018-08-30 00:00:00.000000000,6705020,11.62,,,,,,,,18.0,0.88,840.0,0.01,0.778,54.0,0.77,1013.0,0.01,0.759,39.0,0.8,1206.0,0.01,0.769,,,,,,40.4,40.9,2822.0,41.4,2613.0,,,,,,,2894698.598540146,,,,,,,,,6705020,67050.2,1015966.5834151212
136,291,NC Wake 1754.13-13-4900-000,NC Wake107 Luxury Ln,P8434,3,Knightdale,NC,27545,Wake,,N,11.76,100,0.061366151685393194,0.02,957.0,0.004,2.2,,"Laundry Facilities, Playground",1997.0,,2018-07-23 00:00:00.000000000,10000000,24.5,,Wood Frame,,,,,,,,,,,60.0,0.89,907.0,0.004,0.017,40.0,0.88,1033.0,0.004,0.025,,,,,,32.1,34.1,2106.0,35.5,2145.0,11517.0,S11518,NC Wake 107 Luxury Ln,22.0,,,825000.0,3669771.0,2013.0,0.183459733,2.0,,,1970-01-01 00:00:00.000041726,,10000000,40000.0,577029.6814090799
138,299,NC Mecklenburg 063-084-08,NC Mecklenburg1120 Marble St,P8442,2,Charlotte,NC,28208,Mecklenburg,,N,7.02,102,0.061366151685393194,0.0392,950.0,0.005,1.608,,Picnic Area,1971.0,,2014-05-30 00:00:00.000000000,2400000,7.68,,Wood Frame,,,,,,,,,,,102.0,0.88,950.0,0.005,0.039,,,,,,,,,,,34.5,36.1,2044.0,37.2,2175.0,11412.0,S11413,NC Mecklenburg 1120 Marble St,48.0,,,305800.0,2000000.0,2013.0,0.333561158,2.0,23.53,341880.34,1970-01-01 00:00:00.000041789,2400000.0,2400000.0,12000.0,134522.67764339628
139,304,NC Mecklenburg 175-131-12,NC Mecklenburg100 Matador Ln.,P8447,2,Charlotte,NC,28209,Mecklenburg,,N,8.2459,129,0.058499999999999996,0.062,625.0,0.006999999999999999,1.3880000000000001,,"Courtyard, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Basketball Court, Grill, Guest Apartment, Laundry Service, Package Service, Volleyball Court",1970.0,,2018-07-27 00:00:00.000000000,14300000,8.72,,Masonry,1.0,1.58,625.0,0.006999999999999999,0.0,128.0,1.62,625.0,0.006999999999999999,0.063,,,,,,,,,,,,,,,,38.4,38.6,2925.0,39.4,2673.0,11115.0,S11116,NC Mecklenburg 100 Matador Ln.,49.0,,0.058499999999999996,2040800.0,4500800.0,2017.0,0.237124538,2.0,167.89,1734195.18,1970-01-01 00:00:00.000043308,14300000.0,14300000.0,100099.99999999999,770809.2217484008
140,304,NC Mecklenburg 175-131-12,NC Mecklenburg100 Matador Ln.,P8447,2,Charlotte,NC,28209,Mecklenburg,,N,8.2459,129,0.061366151685393194,0.062,625.0,0.006999999999999999,1.3880000000000001,,"Courtyard, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Basketball Court, Grill, Guest Apartment, Laundry Service, Package Service, Volleyball Court",1970.0,,2018-07-27 00:00:00.000000000,14300000,8.72,,Masonry,1.0,1.58,625.0,0.006999999999999999,0.0,128.0,1.62,625.0,0.006999999999999999,0.063,,,,,,,,,,,,,,,,38.4,38.6,2925.0,39.4,2673.0,11198.0,S11199,NC Mecklenburg 100 Matador Ln.,49.0,,,2104600.0,4098600.0,2006.0,0.237124538,2.0,98.04,1012624.46,1970-01-01 00:00:00.000039246,8350000.0,8350000.0,58449.99999999999,412412.59627075255
141,311,NC Guilford 0086230,NC Guilford933 Meadow Oak Dr,P8454,3,Greensboro,NC,27406,Guilford,,N,4.58,119,0.061366151685393194,0.0672,1016.0,0.006999999999999999,0.983,,"Business Center, Courtyard, Property Manager on Site",2010.0,,2015-04-28 00:00:00.000000000,9528000,16.02,,Wood Frame,,,,,,44.0,0.86,835.0,0.006999999999999999,0.068,75.0,0.72,1123.0,0.006999999999999999,0.067,,,,,,,,,,,33.7,35.7,1349.0,36.8,1387.0,,,,,,,1024492.3333333334,,,,,,,,,9528000,66696.0,563808.3385327826
142,325,NC Craven 8-220-001,NC Craven76 Morningstar Dr,P8468,2,New Bern,NC,28562,Craven,,N,25.1892,118,0.061366151685393194,0.0424,,0.0,,,Property Manager on Site,1999.0,,2018-05-31 00:00:00.000000000,3422500,12.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,33.8,268.0,34.5,281.0,,,,,,,1315328.9717879947,,,,,,,,,3422500,0.0,135034.4370763616
143,328,NC Alamance 142867,NC Alamance2833 NC Highway 87,P8471,2,Graham,NC,27253,Alamance,,N,44.0,100,0.061366151685393194,0.06,,0.0,,,,1984.0,,2017-08-04 00:00:00.000000000,2300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.1,40.9,181.0,41.8,188.0,11416.0,S11417,NC Alamance 2833 NC Highway 87,35.0,,,709162.0,949626.0,2016.0,0.000701227,,1711.31,52272.73,1970-01-01 00:00:00.000042951,2300000.0,2300000.0,0.0,103854.90001583782
144,329,NC Wake 1726.15-54-2749-000,NC Wake5072 New Hope Rd,P8472,3,Raleigh,NC,276044459,Wake,,N,11.19,108,0.063,0.0278,891.0,0.005,2.037,,"Picnic Area, Property Manager on Site, Tennis Court, Gated, Grill, Pond",1979.0,,2017-06-15 00:00:00.000000000,8075000,17.67,,Wood Frame,,,,,,69.0,1.08,781.0,0.005,0.028999999999999998,39.0,0.97,1085.0,0.005,0.026000000000000002,,,,,,,,,,,30.4,33.2,3587.0,34.8,3372.0,11203.0,S11204,NC Wake 5072 New Hope Rd,40.0,,0.063,1512000.0,8421141.0,2017.0,0.266307782,2.0,62.21,721626.45,1970-01-01 00:00:00.000042901,8075000.0,8075000.0,40375.0,427908.48076527467
145,329,NC Wake 1726.15-54-2749-000,NC Wake5072 New Hope Rd,P8472,3,Raleigh,NC,276044459,Wake,,N,11.19,108,0.061366151685393194,0.0278,891.0,0.005,2.037,,"Picnic Area, Property Manager on Site, Tennis Court, Gated, Grill, Pond",1979.0,,2017-06-15 00:00:00.000000000,8075000,17.67,,Wood Frame,,,,,,69.0,1.08,781.0,0.005,0.028999999999999998,39.0,0.97,1085.0,0.005,0.026000000000000002,,,,,,,,,,,30.4,33.2,3587.0,34.8,3372.0,11489.0,S11490,NC Wake 5072 New Hope Rd,40.0,,,756000.0,5008396.0,2015.0,0.266307782,2.0,,,1970-01-01 00:00:00.000042349,,8075000,40375.0,464530.4696149872
146,329,NC Wake 1726.15-54-2749-000,NC Wake5072 New Hope Rd,P8472,3,Raleigh,NC,276044459,Wake,,N,11.19,108,0.061366151685393194,0.0278,891.0,0.005,2.037,,"Picnic Area, Property Manager on Site, Tennis Court, Gated, Grill, Pond",1979.0,,2017-06-15 00:00:00.000000000,8075000,17.67,,Wood Frame,,,,,,69.0,1.08,781.0,0.005,0.028999999999999998,39.0,0.97,1085.0,0.005,0.026000000000000002,,,,,,,,,,,30.4,33.2,3587.0,34.8,3372.0,11556.0,S11557,NC Wake 5072 New Hope Rd,40.0,,,756000.0,5008396.0,2012.0,0.266307782,2.0,,,1970-01-01 00:00:00.000041639,,8075000,40375.0,464530.4696149872
147,330,NC Forsyth 6846-24-6070,NC Forsyth2901 New Walkertown Rd,P8473,3,Winston-Salem,NC,271054865,Forsyth,,N,6.28,100,0.1,0.18,580.0,0.01,1.26,,Laundry Facilities,1969.0,,2015-07-14 00:00:00.000000000,2085000,25.02,,,,,,,,100.0,0.99,580.0,0.01,0.18,,,,,,,,,,,,,,,,35.3,36.2,1241.0,37.0,1387.0,11425.0,S11426,NC Forsyth 2901 New Walkertown Rd,50.0,,0.1,283119.0,2209700.0,2014.0,0.274166898,1.0,27.8,332006.37,1970-01-01 00:00:00.000042199,2085000.0,2085000.0,20850.0,222284.26829268291
148,330,NC Forsyth 6846-24-6070,NC Forsyth2901 New Walkertown Rd,P8473,3,Winston-Salem,NC,271054865,Forsyth,,N,6.28,100,0.1,0.18,580.0,0.01,1.26,,Laundry Facilities,1969.0,,2015-07-14 00:00:00.000000000,2085000,25.02,,,,,,,,100.0,0.99,580.0,0.01,0.18,,,,,,,,,,,,,,,,35.3,36.2,1241.0,37.0,1387.0,11427.0,S11428,NC Forsyth 2901 New Walkertown Rd,50.0,,0.1,283119.0,2209700.0,2014.0,0.274166898,1.0,27.33,326433.12,1970-01-01 00:00:00.000042194,2050000.0,2050000.0,20500.0,217973.2926829268
149,333,NC Cleveland 26450,NC Cleveland1501 Normandy Ln,P8476,2,Shelby,NC,28152,Cleveland,,N,17.964000000000006,132,0.061366151685393194,,740.0,0.003,,,"24 Hour Access, Property Manager on Site",1980.0,,2012-10-09 00:00:00.000000000,1500000,,,,,,,,,64.0,1.15,624.0,0.003,0.0,56.0,0.99,816.0,0.003,0.0,12.0,0.93,1008.0,0.003,0.0,,,,,,38.6,39.8,413.0,40.6,446.0,,,,,,,102659.0,,,,,,,,,1500000,4500.0,
150,335,NC Guilford 0198417,NC Guilford122 Northgate Ct,P8478,2,High Point,NC,272651861,Guilford,,N,,101,0.061366151685393194,0.019799999999999998,831.0,0.003,1.98,,"Laundry Facilities, Maintenance on site",1968.0,,2018-10-26 00:00:00.000000000,4200000,15.58,,Wood Frame,,,,,,28.0,0.89,627.0,0.004,0.036000000000000004,73.0,0.78,909.0,0.003,0.013999999999999999,,,,,,,,,,,38.6,39.6,539.0,40.4,525.0,,,,,,,1024492.3333333334,,,,,,,,,4200000,12600.0,199593.8570312504
151,336,NC Wake 1725.19-60-8588-000,NC Wake 4000-4061 Northstone Dr,P8479,3,Raleigh,NC,276044187,Wake,,N,8.0,120,0.061366151685393194,0.0667,950.0,0.006999999999999999,1.817,,"Business Center, Clubhouse, Fitness Center, Playground, Property Manager on Site, Tennis Court, Package Service, Storage Space, Maintenance on site",2001.0,2016.0,2007-07-11 00:00:00.000000000,8850000,18.32,,Wood Frame,,,,,,60.0,1.04,823.0,0.006999999999999999,0.067,60.0,0.94,1076.0,0.006999999999999999,0.067,,,,,,,,,,,35.2,36.6,2767.0,37.8,2830.0,11187.0,S11188,NC Wake 4000 Northstone Dr,18.0,,,720000.0,6291640.0,2007.0,0.439600551,3.0,57.77,1106250.0,1970-01-01 00:00:00.000039274,8850000.0,8850000.0,61949.99999999999,538635.4294430052
152,346,NC Guilford 0032352,NC Guilford 3203-3231 Orange St,P8489,3,Greensboro,NC,274054154,Guilford,,N,6.04,100,0.061366151685393194,0.02,638.0,0.004,1.24,,Laundry Facilities,1987.0,,2017-12-28 00:00:00.000000000,3685500,12.75,,Wood Frame,,,,,,96.0,0.93,630.0,0.004,0.021,4.0,0.93,830.0,0.004,0.0,,,,,,,,,,,34.9,36.5,1960.0,37.3,2053.0,,,,,,,1024492.3333333334,,,,,,,,,3685500,14742.0,167551.48971102748
153,349,NC Wake 1707.18-42-9027-000,NC Wake 6500-6541 Paces Arbor Cir,P8492,3,Raleigh,NC,27609    ,Wake,,N,10.28,101,0.061366151685393194,0.0594,899.0,0.0,1.733,,"Fitness Center, Playground, Property Manager on Site, Package Service, Storage Space, Maintenance on site, Sundeck",1986.0,,2018-06-12 00:00:00.000000000,12600000,10.37,,Wood Frame,,,,,,53.0,1.14,733.0,0.0,0.057,48.0,1.01,1082.0,0.0,0.063,,,,,,,,,,,35.9,37.1,3767.0,38.1,3354.0,11379.0,S11380,NC Wake 6500 Paces Arbor Cir,33.0,,,2894698.598540146,,,0.202735174,3.0,37.18,328307.39,1970-01-01 00:00:00.000038685,3375000.0,3375000.0,0.0,31335.58224185875
154,350,NC Wake 0796.12-87-0301-000,NC Wake2121 Paces Forest Ct,P8493,3,Raleigh,NC,276126423,Wake,,N,21.71,117,0.061366151685393194,0.07690000000000001,883.0,0.008,1.7519999999999998,,"Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Tennis Court, Package Service, Storage Space, Maintenance on site, Sundeck",1986.0,,2018-06-12 00:00:00.000000000,10600000,9.27,,Wood Frame,,,,,,62.0,1.18,725.0,0.008,0.081,55.0,0.99,1060.0,0.008,0.073,,,,,,,,,,,39.1,39.9,2086.0,40.8,1953.0,,,,,,,2894698.598540146,,,,,,,,,10600000,84800.0,517872.9761093917
155,352,NC Pitt 51029,NC Pitt401 Paladin Dr,P8495,3,Greenville,NC,278347862,Pitt,,N,1.6949,100,0.061366151685393194,,762.0,0.002,,,Online Services,1992.0,,2015-11-17 00:00:00.000000000,1050000,6.28,,,,,,,,60.0,0.64,750.0,0.003,0.0,40.0,0.71,780.0,0.002,0.0,,,,,,,,,,,33.7,33.5,1101.0,33.6,1138.0,11452.0,S11453,NC Pitt 401 Paladin Dr,27.0,,,112000.0,807262.0,2014.0,1.036178196,2.0,13.73,619505.58,1970-01-01 00:00:00.000042325,1050000.0,1050000.0,2100.0,
