,SCAPN,SCSitus_NumNam_x,PropID,Star_rating,City,State,Zip,County,For_sale_price,For_sale_status,Land_area,Num_units,Cap_rate,Vacancy_%,Avg_unit_sqft,Avg_Concession_%,Parking_per_unit,Days_on_mkt,Amenities,Year_built,Year_reno,Last_sale_date,Last_sale_price,Transit_dist_mile,Transit_walk_time_min,Const_material,Num_studio,Studio_rent_sqft,Studio_avg_sqft,Studio_concession_%,Studio_vacancy_%,Num_1_bed,1_bed_rent_sqft,1_bed_avg_sqft,1_bed_concession_%,1_bed_vacancy_%,Num_2_bed,2_bed_rent_sqft,2_bed_avg_sqft,2_bed_concession_%,2_bed_vacancy_%,Num_3_bed,3_bed_rent_sqft,3_bed_avg_sqft,3_bed_concession_%,3_bed_vacancy_%,Num_4_bed,4_bed_rent_sqft,4_bed_avg_sqft,4_bed_concession_%,4_bed_vacancy_%,2010_Avg_age,2019_Avg_age,2019_Pop_25_39,2024_Avg_age,2024_Pop_25_39,Unnamed: 0.1,SID,SCSitus_NumNam_y,Building_age,Cap_rate_pro_forma,Cap_rate_actual,Land_value,Total_value,Assessed_yr,Floor_area_ratio,Num_floors,Price_per_sqft,Land_price_per_AC,Sale_date,Sale_price,Price,Concession_value,NOI
1489,FL Seminole 19-30-32-300-0150-0000,FL Seminole11500 Myrtlewood Dr,P4435,3,Sanford,FL,32771,Seminole,,,35.4254,460,0.07045000000000001,0.0326,908.0,0.018000000000000002,1.696,,"Fitness Center, Laundry Facilities, Picnic Area, Playground, Grill, Package Service, Wi-Fi, Sundeck",2005.0,,2010-06-23,28374329,7.67,,Wood Frame,,,,,,144.0,1.0,706.0,0.0,0.035,236.0,1.0,964.0,0.034,0.034,80.0,1.0,1108.0,0.0,0.038,,,,,,34.7,36.7,1975.0,38.0,1706.0,6359.0,S6360,FL Seminole 11500 Myrtlewood Dr,14.0,,,2625386.328125,30792374.0,2009.0,0.270753598,3.0,67.91,800960.02,2010-06-23,28374329.0,28374329.0,510737.9220000001,1912336.6733910418
1490,FL Orange 17-2428-0000-00-011,FL Orange10712 Mystic Cir,P4436,4,Orlando,FL,32836,Orange,,,20.97,373,0.0525,0.04019999999999999,964.0,0.006,,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Tennis Court, Basketball Court, Breakfast/Coffee Concierge, Cabana, Gameroom, Grill, Pet Play Area, Recycling, Wi-Fi",1995.0,2010.0,2012-05-31,35000000,19.36,,Wood Frame,,,,,,60.0,2.0,771.0,0.006,0.033,229.0,1.0,947.0,0.006,0.039,84.0,1.0,1150.0,0.006,0.036000000000000004,,,,,,0.0,0.0,0.0,0.0,0.0,5321.0,S5322,FL Orange 10712 Mystic Cir,24.0,,0.0525,3720000.0,7306979.0,2010.0,0.5181492639999999,3.0,73.95,1669051.03,2012-05-31,35000000.0,35000000.0,210000.0,1722468.222546364
1491,FL Orange 17-2428-0000-00-011,FL Orange10712 Mystic Cir,P4436,4,Orlando,FL,32836,Orange,,,20.97,373,0.07045000000000001,0.04019999999999999,964.0,0.006,,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Tennis Court, Basketball Court, Breakfast/Coffee Concierge, Cabana, Gameroom, Grill, Pet Play Area, Recycling, Wi-Fi",1995.0,2010.0,2012-05-31,35000000,19.36,,Wood Frame,,,,,,60.0,2.0,771.0,0.006,0.033,229.0,1.0,947.0,0.006,0.039,84.0,1.0,1150.0,0.006,0.036000000000000004,,,,,,0.0,0.0,0.0,0.0,0.0,5477.0,S5478,FL Orange 10712 Mystic Cir,24.0,,,2788904.537837838,,2009.0,0.5181492639999999,3.0,18.17,410109.68,2010-02-09,8600000.0,8600000.0,51600.0,430326.0005306568
1492,FL Seminole 21-29-09-513-0000-0710,FL Seminole545 Nantucket Ct,P4438,3,Altamonte Springs,FL,32714,Seminole,,,17.8279,324,0.0625,0.0401,1085.0,0.0,2.16,,"Clubhouse, Fitness Center, Playground, Property Manager on Site, Tennis Court, Package Service, Storage Space, Maintenance on site",1985.0,,2014-04-01,,18.7,,Masonry,,,,,,,,,,,324.0,1.0,1085.0,0.006,0.04,,,,,,,,,,,37.6,38.5,3419.0,39.3,3133.0,4918.0,S4919,FL Seminole 545 Nantucket Ct,34.0,,0.0625,2916000.0,13561330.0,2013.0,0.452520851,3.0,64.52,1271882.84,2013-11-26,22675000.0,22675000.0,0.0,1286527.2424210855
1493,FL Orange 36-2330-7350-00-010,FL Orange8335 Narcoossee Rd,P4439,4,Orlando,FL,32827,Orange,,,18.09,348,0.07045000000000001,0.0256,1056.0,0.0,,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Playground, Property Manager on Site, Spa, Package Service, Maintenance on site",2007.0,,2018-11-29,55509500,4.97,,Reinforced Concrete,,,,,,72.0,2.0,783.0,0.0,0.027999999999999997,252.0,1.0,1106.0,0.0,0.024,24.0,1.0,1349.0,0.0,0.042,,,,,,0.0,0.0,0.0,0.0,0.0,4730.0,S4731,FL Orange 8335 Narcoossee Rd,12.0,,,2788904.537837838,,,0.620782995,3.0,141.49,3826082.94,2018-11-29,55509500.0,55509500.0,0.0,3811746.664931573
1494,FL Orange 15-23-27-8446-18-002,FL Orange5820 Nature View Dr,P4441,4,Windermere,FL,34786,Orange,,,22.9674,332,0.07045000000000001,0.051500000000000004,1058.0,0.0,1.1540000000000001,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Guest Apartment, Package Service, Storage Space, Lounge, Maintenance on site, Sundeck",2013.0,,2014-07-30,54000000,,,Wood Frame,,,,,,90.0,2.0,818.0,0.0,0.055999999999999994,216.0,1.0,1125.0,0.0,0.051,26.0,2.0,1332.0,0.0,0.039,,,,,,32.4,34.8,1344.0,36.4,1413.0,,,,,,,2788904.537837838,,,,,,,,,54000000,0.0,3803712.8890978647
1495,FL Orange 18-2231-0000-00-023,FL Orange9201 Nelson Park Cir,P4442,3,Orlando,FL,32817,Orange,,,17.7385,356,0.07045000000000001,0.0728,944.0,0.008,1.879,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Playground, Gated, Cabana, Sundeck",1998.0,,2019-05-30,63250000,17.29,,Wood Frame,,,,,,32.0,2.0,645.0,0.008,0.063,140.0,1.0,881.0,0.008,0.071,184.0,1.0,1043.0,0.008,0.071,,,,,,35.3,37.0,2499.0,38.1,2599.0,4707.0,S4708,FL Orange 9201 Nelson Park Cir,21.0,,,6052000.0,39459114.0,,0.434705295,3.0,188.3,3565690.45,2019-05-30,63250000.0,63250000.0,506000.0,4384433.563416739
1496,FL Orange 18-2231-0000-00-023,FL Orange9201 Nelson Park Cir,P4442,3,Orlando,FL,32817,Orange,,,17.7385,356,0.06,0.0728,944.0,0.008,1.879,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Playground, Gated, Cabana, Sundeck",1998.0,,2019-05-30,63250000,17.29,,Wood Frame,,,,,,32.0,2.0,645.0,0.008,0.063,140.0,1.0,881.0,0.008,0.071,184.0,1.0,1043.0,0.008,0.071,,,,,,35.3,37.0,2499.0,38.1,2599.0,4868.0,S4869,FL Orange 9201 Nelson Park Cir,21.0,,0.06,5340000.0,18675191.0,2012.0,0.434705295,3.0,87.38,1654593.12,2014-03-26,29350000.0,29350000.0,234800.0,1568904.2277825712
1497,FL Orange 18-2231-0000-00-023,FL Orange9201 Nelson Park Cir,P4442,3,Orlando,FL,32817,Orange,,,17.7385,356,0.0754,0.0728,944.0,0.008,1.879,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Playground, Gated, Cabana, Sundeck",1998.0,,2019-05-30,63250000,17.29,,Wood Frame,,,,,,32.0,2.0,645.0,0.008,0.063,140.0,1.0,881.0,0.008,0.071,184.0,1.0,1043.0,0.008,0.071,,,,,,35.3,37.0,2499.0,38.1,2599.0,4939.0,S4940,FL Orange 9201 Nelson Park Cir,21.0,,0.0754,5340000.0,8757680.0,2010.0,0.434705295,3.0,61.78,1169771.96,2011-08-01,20750000.0,20750000.0,166000.0,1266641.9327006037
1498,FL Orange 18-2231-0000-00-023,FL Orange9201 Nelson Park Cir,P4442,3,Orlando,FL,32817,Orange,,,17.7385,356,0.1085,0.0728,944.0,0.008,1.879,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Playground, Gated, Cabana, Sundeck",1998.0,,2019-05-30,63250000,17.29,,Wood Frame,,,,,,32.0,2.0,645.0,0.008,0.063,140.0,1.0,881.0,0.008,0.071,184.0,1.0,1043.0,0.008,0.071,,,,,,35.3,37.0,2499.0,38.1,2599.0,5038.0,S5039,FL Orange 9201 Nelson Park Cir,21.0,0.1085,0.1085,2788904.537837838,,2008.0,0.434705295,3.0,30.6,579474.03,2009-12-11,10279000.0,10279000.0,82232.0,886106.0500912366
1499,FL Osceola 26-30-04-00U0-0030-000.0,FL Osceola527 Neptune Bay Cir,P4443,3,Saint Cloud,FL,34769,Osceola,,,22.192,250,0.07045000000000001,0.06,1069.0,0.006999999999999999,1.868,,"Business Center, Clubhouse, Fitness Center, Picnic Area, Playground, Tennis Court, Gated, Basketball Court, Breakfast/Coffee Concierge",2001.0,,2017-09-29,27400000,22.54,,Wood Frame,,,,,,,,,,,214.0,1.0,1050.0,0.006999999999999999,0.061,36.0,1.0,1180.0,0.006999999999999999,0.055999999999999994,,,,,,36.3,37.7,4249.0,38.6,4695.0,3319.0,S3320,FL Osceola 527 Neptune Bay Cir,18.0,,,1664200.0,13342400.0,2017.0,0.27731945199999997,2.0,102.21,1234679.16,2017-09-29,27400000.0,27400000.0,191799.99999999997,1943190.872340426
1500,FL Orange P4444,FL Orange4990 North Ln,P4444,3,Orlando,FL,328081247,Orange,,Active,8.37,140,0.07045000000000001,0.0064,521.0,0.0,1.371,39.0,"Laundry Facilities, Property Manager on Site",1985.0,,2018-06-29,6200000,19.9,,Reinforced Concrete,34.0,3.0,288.0,0.0,0.0,96.0,1.0,576.0,0.0,0.01,10.0,1.0,792.0,0.0,0.0,,,,,,,,,,,33.0,35.3,4008.0,36.4,4361.0,,,,,,,2788904.537837838,,,,,,,,,6200000,0.0,241859.57659956155
1501,FL Orange 20-2228-6156-02-000,FL Orange906 Oasis Palm Cir,P4446,4,Ocoee,FL,34761,Orange,,,17.062,302,0.07045000000000001,0.0599,1062.0,0.006999999999999999,1.6230000000000002,,"Business Center, Fitness Center, Gameroom, Multi Use Room",2017.0,,2016-08-16,,23.43,,Wood Frame,,,,,,94.0,2.0,786.0,0.006999999999999999,0.064,180.0,1.0,1164.0,0.006999999999999999,0.061,28.0,1.0,1332.0,0.006999999999999999,0.071,,,,,,36.9,38.7,1926.0,39.7,2362.0,4621.0,S4622,FL Orange 906 Oasis Palm Cir,2.0,,,385778.0,385778.0,2015.0,0.7341460129999999,4.0,,,2016-08-16,,385778.0,2700.446,202.3682807148176
1502,FL Orange 29-2228-0000-00-085,FL Orange3100 Old Winter Garden Rd,P4448,3,Ocoee,FL,347614507,Orange,,,26.8626,408,0.07045000000000001,0.039,876.0,0.005,0.706,,"Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Spa, Tennis Court, Basketball Court, Laundry Service, Package Service, Maintenance on site, Sundeck",1989.0,,2016-06-28,42750002,23.15,,Wood Frame,,,,,,130.0,2.0,670.0,0.005,0.039,250.0,1.0,958.0,0.005,0.04,28.0,2.0,1100.0,0.005,0.036000000000000004,,,,,,36.3,38.2,2075.0,39.3,2494.0,5815.0,S5816,FL Orange 3100 Old Winter Garden Rd,30.0,,,422756.0,922723.0,2013.0,0.305614571,3.0,75.7,1007720.77,2014-04-03,27070000.0,27070000.0,135350.0,1963406.6048907393
1503,FL Orange 12-2329-3681-00-020,FL Orange3435 Orange Ave,P4452,3,Orlando,FL,328066149,Orange,,,9.62,256,0.045,0.2734,516.0,0.01,1.734,,"Fitness Center, Laundry Facilities, Property Manager on Site, Grill",1972.0,,2016-12-28,16254000,9.17,,Masonry,,,,,,256.0,2.0,516.0,0.01,0.273,,,,,,,,,,,,,,,,41.4,41.6,2669.0,42.3,2659.0,3427.0,S3428,FL Orange 3435 Orange Ave,47.0,,0.045,3870000.0,8409399.0,2016.0,0.30340272100000004,2.0,127.84,1689604.99,2016-12-28,16254000.0,16254000.0,162540.0,777035.920726672
1504,FL Orange 04-2229-0917-00-010,FL Orange5200 Orange Blossom Trl,P4454,3,Orlando,FL,328101007,Orange,,,32.47,492,0.048,0.0102,1074.0,0.003,1.5730000000000002,,"Clubhouse, Fitness Center, Laundry Facilities, Playground, Pool, Property Manager on Site, Spa, Tennis Court, Basketball Court, Car Wash Area, Media Center/Movie Theatre",1995.0,,2013-08-27,39300000,19.12,,Wood Frame,,,,,,123.0,1.0,669.0,0.004,0.016,123.0,1.0,1025.0,0.003,0.008,123.0,1.0,1202.0,0.003,0.008,123.0,1.0,1402.0,0.003,0.008,33.3,36.2,2726.0,37.2,2792.0,6303.0,S6304,FL Orange 5200 Orange Blossom Trl,24.0,,0.048,2788904.537837838,,,0.413112904,3.0,67.26,1210348.01,2013-08-27,39300000.0,39300000.0,117900.0,1776310.1456696137
1505,FL Orange 15-2231-0000-00-022,FL Orange12700 Orpington St,P4456,4,Orlando,FL,32826,Orange,,,10.52,156,0.07045000000000001,,1295.0,0.003,4.814,,"24 Hour Access, Business Center, Fitness Center, Picnic Area, Tanning Salon, Basketball Court, Furnished Units Available, Gameroom, Grill, Volleyball Court, Wi-Fi, Roommate Matching",2007.0,,2017-09-21,42300000,19.29,,Reinforced Concrete,,,,,,,,,,,,,,,,,,,,,156.0,1.0,1295.0,0.003,0.0,28.7,30.1,12390.0,31.2,12233.0,982.0,S983,FL Orange 12700 Orpington St,12.0,,,2788904.537837838,,,0.506591366,3.0,182.21,4020912.55,2017-09-21,42300000.0,42300000.0,126900.0,
1506,FL Orange 15-2231-0000-00-022,FL Orange12700 Orpington St,P4456,4,Orlando,FL,32826,Orange,,,10.52,156,0.0723,,1295.0,0.003,4.814,,"24 Hour Access, Business Center, Fitness Center, Picnic Area, Tanning Salon, Basketball Court, Furnished Units Available, Gameroom, Grill, Volleyball Court, Wi-Fi, Roommate Matching",2007.0,,2017-09-21,42300000,19.29,,Reinforced Concrete,,,,,,,,,,,,,,,,,,,,,156.0,1.0,1295.0,0.003,0.0,28.7,30.1,12390.0,31.2,12233.0,995.0,S996,FL Orange 12700 Orpington St,12.0,0.0658,0.0723,1482000.0,20195006.0,2013.0,0.506591366,3.0,125.78,2775665.4,2014-10-21,29200000.0,29200000.0,87600.0,
1507,FL Orange 28-2429-3836-00-010,FL Orange13931 Osprey Links Rd,P4457,4,Orlando,FL,32837,Orange,,,27.7,424,0.0694,0.0594,1192.0,0.0,1.597,,"Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Spa, Grill, Package Service, Storage Space, Maintenance on site, Sundeck",1995.0,,2017-04-28,,13.5,,Masonry,,,,,,152.0,2.0,867.0,0.0,0.059000000000000004,156.0,1.0,1209.0,0.0,0.057999999999999996,116.0,1.0,1593.0,0.0,0.06,,,,,,34.0,35.8,4315.0,37.0,4352.0,5701.0,S5702,FL Orange 13931 Osprey Links Rd,24.0,,0.0694,4028000.0,35079746.0,2013.0,0.6900851309999999,3.0,60.89,1830324.91,2014-06-25,50700000.0,50700000.0,0.0,3443585.7963002343
1508,FL Orange 28-2429-3836-00-010,FL Orange13931 Osprey Links Rd,P4457,4,Orlando,FL,32837,Orange,,,27.7,424,0.062,0.0594,1192.0,0.0,1.597,,"Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Spa, Grill, Package Service, Storage Space, Maintenance on site, Sundeck",1995.0,,2017-04-28,,13.5,,Masonry,,,,,,152.0,2.0,867.0,0.0,0.059000000000000004,156.0,1.0,1209.0,0.0,0.057999999999999996,116.0,1.0,1593.0,0.0,0.06,,,,,,34.0,35.8,4315.0,37.0,4352.0,5745.0,S5746,FL Orange 13931 Osprey Links Rd,24.0,,0.062,4240000.0,30454737.0,2009.0,0.6900851309999999,3.0,47.44,1425992.78,2010-12-17,39500000.0,39500000.0,0.0,2324176.0578354243
1509,FL Orange 22-2227-0000-00-073,FL Orange48 Park Ave,P4460,2,Winter Garden,FL,347873382,Orange,,,6.8,120,0.07045000000000001,0.005,684.0,0.003,2.083,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Basketball Court, Elevator",1974.0,,2018-03-28,8701600,26.08,,Wood Frame,,,,,,72.0,1.0,555.0,0.003,0.0,48.0,1.0,877.0,0.003,0.0,,,,,,,,,,,35.8,37.3,2986.0,38.2,3287.0,,,,,,,2788904.537837838,,,,,,,,,8701600,26104.8,420490.9331349994
1510,FL Orange 13-2228-0000-00-032,FL Orange5900 Park Hamilton Rd,P4461,3,Orlando,FL,328084170,Orange,,,16.9,330,0.07045000000000001,0.0197,767.0,0.0,1.4880000000000002,,"24 Hour Access, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Gated, Breakfast/Coffee Concierge, Laundry Service",1973.0,1999.0,2015-06-19,13100000,19.26,,Reinforced Concrete,41.0,1.0,500.0,0.0,0.024,162.0,1.0,656.0,0.0,0.019,94.0,1.0,927.0,0.0,0.021,33.0,1.0,1189.0,0.0,0.03,,,,,,33.4,35.2,4450.0,36.2,4986.0,5017.0,S5018,FL Orange 5900 Park Hamilton Rd,46.0,,,2788904.537837838,5172787.0,2014.0,0.34950819299999997,2.0,50.91,775147.93,2015-06-19,13100000.0,13100000.0,0.0,741014.6641939452
1511,FL Orange 13-2228-0000-00-032,FL Orange5900 Park Hamilton Rd,P4461,3,Orlando,FL,328084170,Orange,,,16.9,330,0.07045000000000001,0.0197,767.0,0.0,1.4880000000000002,,"24 Hour Access, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Gated, Breakfast/Coffee Concierge, Laundry Service",1973.0,1999.0,2015-06-19,13100000,19.26,,Reinforced Concrete,41.0,1.0,500.0,0.0,0.024,162.0,1.0,656.0,0.0,0.019,94.0,1.0,927.0,0.0,0.021,33.0,1.0,1189.0,0.0,0.03,,,,,,33.4,35.2,4450.0,36.2,4986.0,5072.0,S5073,FL Orange 5900 Park Hamilton Rd,46.0,,,3300000.0,10277426.0,2009.0,0.34950819299999997,2.0,15.74,239644.97,2010-09-22,4050000.0,4050000.0,0.0,53899.31653575437
1512,FL Orange 25-2230-8925-00-002,FL Orange532 Park Tree Ter,P4463,3,Orlando,FL,328253453,Orange,,,14.9435,208,0.056100000000000004,0.0216,1117.0,0.004,1.683,,"24 Hour Access, Controlled Access, Clubhouse, Picnic Area, Playground, Property Manager on Site, Gated, Basketball Court, Car Wash Area, Media Center/Movie Theatre, Pet Play Area",1994.0,,2013-06-04,11700000,15.38,,Wood Frame,,,,,,,,,,,40.0,1.0,981.0,0.005,0.025,168.0,1.0,1149.0,0.004,0.018000000000000002,,,,,,33.8,35.2,4115.0,36.3,4114.0,2492.0,S2493,FL Orange 532 Park Tree Ter,25.0,,0.056100000000000004,3120000.0,6956622.0,2012.0,0.36796592,2.0,48.85,782949.11,2013-06-04,11700000.0,11700000.0,46800.0,494647.87408013083
1513,FL Orange 23-2428-5111-01-000,FL Orange8151 Patterson Woods Dr,P4464,4,Orlando,FL,32821,Orange,,,12.4627,384,0.07045000000000001,,1111.0,0.0,2.3409999999999997,,,2008.0,,2017-11-30,68650000,15.01,,,,,,,,96.0,,772.0,,,96.0,,1048.0,,,192.0,,1312.0,,,,,,,,25.2,25.5,7295.0,26.3,6756.0,5197.0,S5198,FL Orange 8151 Patterson Woods Dr,11.0,,,2788904.537837838,,,0.834313608,3.0,151.57,5508437.18,2017-11-30,68650000.0,68650000.0,0.0,
1514,FL Orange 23-2428-5111-01-000,FL Orange8151 Patterson Woods Dr,P4464,4,Orlando,FL,32821,Orange,,,12.4627,384,0.0675,,1111.0,0.0,2.3409999999999997,,,2008.0,,2017-11-30,68650000,15.01,,,,,,,,96.0,,772.0,,,96.0,,1048.0,,,192.0,,1312.0,,,,,,,,25.2,25.5,7295.0,26.3,6756.0,5199.0,S5200,FL Orange 8151 Patterson Woods Dr,11.0,,0.0675,3840000.0,35239308.0,2009.0,0.834313608,3.0,148.48,5396101.97,2010-10-29,67250000.0,67250000.0,0.0,
1515,FL Orange 34-2429-2663-00-010,FL Orange1635 Peregrine Falcons Way,P4466,3,Orlando,FL,32837,Orange,,,12.2164,252,0.0525,0.0,997.0,0.0,2.1109999999999998,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Gated, Breakfast/Coffee Concierge, Grill, Laundry Service, Volleyball Court, Wi-Fi",1999.0,,2017-11-07,34625000,13.24,,Wood Frame,,,,,,48.0,1.0,697.0,0.0,0.0,132.0,1.0,1010.0,0.0,0.0,56.0,1.0,1137.0,0.0,0.0,16.0,1.0,1292.0,0.0,0.0,37.4,38.4,403.0,39.2,476.0,3280.0,S3281,FL Orange 1635 Peregrine Falcons Way,20.0,,0.0525,3402000.0,14929350.0,2016.0,0.48386720899999996,3.0,134.47,2834304.71,2017-11-07,34625000.0,34625000.0,0.0,1639207.5
1516,FL Orange 34-2429-2663-00-010,FL Orange1635 Peregrine Falcons Way,P4466,3,Orlando,FL,32837,Orange,,,12.2164,252,0.07045000000000001,0.0,997.0,0.0,2.1109999999999998,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Gated, Breakfast/Coffee Concierge, Grill, Laundry Service, Volleyball Court, Wi-Fi",1999.0,,2017-11-07,34625000,13.24,,Wood Frame,,,,,,48.0,1.0,697.0,0.0,0.0,132.0,1.0,1010.0,0.0,0.0,56.0,1.0,1137.0,0.0,0.0,16.0,1.0,1292.0,0.0,0.0,37.4,38.4,403.0,39.2,476.0,3681.0,S3682,FL Orange 1635 Peregrine Falcons Way,20.0,,,3402000.0,11843730.0,2014.0,0.48386720899999996,3.0,,,2015-02-13,,34625000,0.0,2199660.3500000006
1517,FL Orange 18-2229-0000-00-042,FL Orange5402 Pine Chase Dr,P4468,3,Orlando,FL,32808,Orange,,,17.0884,240,0.07045000000000001,0.0513,1133.0,0.006,2.029,,"Clubhouse, Laundry Facilities, Playground, Property Manager on Site, Package Service, Health Club Discount, Maintenance on site, Sundeck",1995.0,,2014-10-15,10900000,18.49,,Masonry,,,,,,,,,,,122.0,1.0,1100.0,0.006,0.049,118.0,1.0,1167.0,0.006,0.051,,,,,,33.3,35.1,4546.0,36.1,5135.0,3569.0,S3570,FL Orange 5402 Pine Chase Dr,24.0,,,2788904.537837838,4649448.0,2010.0,0.36542848299999997,2.0,23.01,366330.38,2012-06-19,6260000.0,6260000.0,37560.0,260551.0459674548
1518,FL Orange 26-2230-0000-00-129,FL Orange7960 Pine Crossings Cir,P4469,3,Orlando,FL,328078253,Orange,,,22.3981,292,0.055,0.041100000000000005,851.0,0.0,1.9180000000000001,,"Business Center, Controlled Access, Fitness Center, Laundry Facilities, Property Manager on Site, Tennis Court, Gated, Breakfast/Coffee Concierge, Laundry Service, Package Service, Racquetball Court, Maintenance on site",1986.0,,2016-08-25,26850000,,,Wood Frame,,,,,,168.0,2.0,714.0,0.0,0.042,124.0,1.0,1036.0,0.0,0.04,,,,,,,,,,,33.2,34.7,3853.0,35.7,3823.0,3882.0,S3883,FL Orange 7960 Pine Crossings Cir,33.0,,0.055,3504000.0,15074247.0,2016.0,0.26692673,2.0,103.1,1198762.4,2016-08-25,26850000.0,26850000.0,0.0,1339065.5959954115
1519,FL Orange 26-2230-0000-00-129,FL Orange7960 Pine Crossings Cir,P4469,3,Orlando,FL,328078253,Orange,,,22.3981,292,0.055,0.041100000000000005,851.0,0.0,1.9180000000000001,,"Business Center, Controlled Access, Fitness Center, Laundry Facilities, Property Manager on Site, Tennis Court, Gated, Breakfast/Coffee Concierge, Laundry Service, Package Service, Racquetball Court, Maintenance on site",1986.0,,2016-08-25,26850000,,,Wood Frame,,,,,,168.0,2.0,714.0,0.0,0.042,124.0,1.0,1036.0,0.0,0.04,,,,,,,,,,,33.2,34.7,3853.0,35.7,3823.0,4425.0,S4426,FL Orange 7960 Pine Crossings Cir,33.0,,0.055,3504000.0,15074247.0,2016.0,0.26692673,2.0,103.1,1198762.4,2016-08-25,26850000.0,26850000.0,0.0,1339065.5959954115
1520,FL Orange 18-2229-0169-00-010,FL Orange2838 Pine Hills Rd,P4470,3,Orlando,FL,328083506,Orange,,,6.5921,100,0.0699,0.012,890.0,0.003,1.5,,"Clubhouse, Laundry Facilities, Picnic Area, Playground",1969.0,,2005-10-31,5300000,18.94,,Masonry,,,,,,24.0,1.0,730.0,0.006,0.042,68.0,1.0,914.0,0.003,0.0,8.0,1.0,1165.0,0.002,0.0,,,,,,33.3,35.1,2978.0,36.1,3381.0,179.0,S180,FL Orange 2838 Pine Hills Rd,50.0,,0.0699,600000.0,1889450.0,2004.0,0.31408562,2.0,58.76,803992.66,2005-10-31,5300000.0,5300000.0,15900.0,333645.1518218624
1521,FL Orange 07-2229-0000-00-004,FL Orange3124 Pine Hills Rd,P4471,3,Orlando,FL,328083544,Orange,,,29.3,264,0.09,,912.0,0.002,3.477,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Playground, Property Manager on Site, Package Service, Lounge, Maintenance on site, Sundeck",1974.0,2013.0,2011-04-15,5500000,18.98,,Reinforced Concrete,12.0,1.0,491.0,0.003,0.0,60.0,1.0,752.0,0.002,0.0,176.0,1.0,969.0,0.002,0.0,16.0,1.0,1200.0,0.002,0.0,,,,,,34.1,35.9,3739.0,36.9,4251.0,5886.0,S5887,FL Orange 3124 Pine Hills Rd,45.0,,0.09,2030000.0,3828753.0,1998.0,0.303512945,2.0,32.27,426621.16,1999-08-25,12500000.0,12500000.0,25000.0,
1522,FL Orange 07-2229-0000-00-004,FL Orange3124 Pine Hills Rd,P4471,3,Orlando,FL,328083544,Orange,,,29.3,264,0.16079999999999997,,912.0,0.002,3.477,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Playground, Property Manager on Site, Package Service, Lounge, Maintenance on site, Sundeck",1974.0,2013.0,2011-04-15,5500000,18.98,,Reinforced Concrete,12.0,1.0,491.0,0.003,0.0,60.0,1.0,752.0,0.002,0.0,176.0,1.0,969.0,0.002,0.0,16.0,1.0,1200.0,0.002,0.0,,,,,,34.1,35.9,3739.0,36.9,4251.0,5906.0,S5907,FL Orange 3124 Pine Hills Rd,45.0,0.16079999999999997,,4440000.0,6044201.0,2010.0,0.303512945,2.0,14.2,187713.31,2011-04-15,5500000.0,5500000.0,11000.0,
1523,FL Orange 06-2229-7059-00-020,FL Orange4793 Pine Hills Rd,P4472,3,Orlando,FL,32808,Orange,,,14.921,216,0.0626,0.1685,955.0,0.01,1.9169999999999998,,"Business Center, Clubhouse, Fitness Center, Playground, Property Manager on Site, Gated, Breakfast/Coffee Concierge, Package Service, Storage Space, Maintenance on site, Sundeck",1992.0,,2017-06-28,16500000,20.33,,Wood Frame,,,,,,,,,,,108.0,1.0,890.0,0.01,0.16699999999999998,108.0,1.0,1019.0,0.01,0.16699999999999998,,,,,,32.6,34.9,4090.0,36.0,4419.0,2912.0,S2913,FL Orange 4793 Pine Hills Rd,27.0,,0.0626,2788904.537837838,,,0.317208189,2.0,80.03,1105824.01,2017-06-28,16500000.0,16500000.0,165000.0,1044670.5663636216
