,SCAPN,SCSitus_NumNam_x,PropID,Star_rating,City,State,Zip,County,For_sale_price,For_sale_status,Land_area,Num_units,Cap_rate,Vacancy_%,Avg_unit_sqft,Avg_Concession_%,Parking_per_unit,Days_on_mkt,Amenities,Year_built,Year_reno,Last_sale_date,Last_sale_price,Transit_dist_mile,Transit_walk_time_min,Const_material,Num_studio,Studio_rent_sqft,Studio_avg_sqft,Studio_concession_%,Studio_vacancy_%,Num_1_bed,1_bed_rent_sqft,1_bed_avg_sqft,1_bed_concession_%,1_bed_vacancy_%,Num_2_bed,2_bed_rent_sqft,2_bed_avg_sqft,2_bed_concession_%,2_bed_vacancy_%,Num_3_bed,3_bed_rent_sqft,3_bed_avg_sqft,3_bed_concession_%,3_bed_vacancy_%,Num_4_bed,4_bed_rent_sqft,4_bed_avg_sqft,4_bed_concession_%,4_bed_vacancy_%,2010_Avg_age,2019_Avg_age,2019_Pop_25_39,2024_Avg_age,2024_Pop_25_39,Unnamed: 0.1,SID,SCSitus_NumNam_y,Building_age,Cap_rate_pro_forma,Cap_rate_actual,Land_value,Total_value,Assessed_yr,Floor_area_ratio,Num_floors,Price_per_sqft,Land_price_per_AC,Sale_date,Sale_price,Price,Concession_value,NOI
1524,FL Orange 06-2229-7059-00-020,FL Orange4793 Pine Hills Rd,P4472,3,Orlando,FL,32808,Orange,,,14.921,216,0.0661,0.1685,955.0,0.01,1.9169999999999998,,"Business Center, Clubhouse, Fitness Center, Playground, Property Manager on Site, Gated, Breakfast/Coffee Concierge, Package Service, Storage Space, Maintenance on site, Sundeck",1992.0,,2017-06-28,16500000,20.33,,Wood Frame,,,,,,,,,,,108.0,1.0,890.0,0.01,0.16699999999999998,108.0,1.0,1019.0,0.01,0.16699999999999998,,,,,,32.6,34.9,4090.0,36.0,4419.0,3028.0,S3029,FL Orange 4793 Pine Hills Rd,27.0,,0.0661,2788904.537837838,6454629.0,2013.0,0.317208189,2.0,46.56,643388.51,2014-12-23,9600000.0,9600000.0,96000.0,549078.7853865532
1525,FL Orange 06-2229-7059-00-020,FL Orange4793 Pine Hills Rd,P4472,3,Orlando,FL,32808,Orange,,,14.921,216,0.0825,0.1685,955.0,0.01,1.9169999999999998,,"Business Center, Clubhouse, Fitness Center, Playground, Property Manager on Site, Gated, Breakfast/Coffee Concierge, Package Service, Storage Space, Maintenance on site, Sundeck",1992.0,,2017-06-28,16500000,20.33,,Wood Frame,,,,,,,,,,,108.0,1.0,890.0,0.01,0.16699999999999998,108.0,1.0,1019.0,0.01,0.16699999999999998,,,,,,32.6,34.9,4090.0,36.0,4419.0,3058.0,S3059,FL Orange 4793 Pine Hills Rd,27.0,,0.0825,1512000.0,6677267.0,2009.0,0.317208189,2.0,36.62,505998.26,2010-11-02,7550000.0,7550000.0,75500.0,606570.9561034276
1526,FL Seminole 19-30-32-300-0110-0000,FL Seminole1000 Plantation Lakes Cir,P4476,4,Sanford,FL,327717304,Seminole,,,31.77,362,0.059000000000000004,0.0345,1129.0,0.005,1.837,,"Business Center, Clubhouse, Fitness Center, Playground, Pool, Property Manager on Site, Spa, Tennis Court, Gated, Breakfast/Coffee Concierge, Grill, Planned Social Activities, Wi-Fi",2000.0,,2010-12-22,37075000,8.06,,Masonry,,,,,,109.0,1.0,833.0,0.005,0.037000000000000005,153.0,1.0,1170.0,0.005,0.033,100.0,1.0,1389.0,0.006,0.04,,,,,,36.1,37.8,2181.0,39.0,1897.0,5309.0,S5310,FL Seminole 1000 Plantation Lakes Cir,19.0,,0.059000000000000004,3620000.0,23718667.0,2011.0,0.436703926,3.0,61.35,1166981.43,2010-12-22,37075000.0,37075000.0,185375.0,2055703.9098912482
1527,FL Seminole 19-30-32-300-0110-0000,FL Seminole1000 Plantation Lakes Cir,P4476,4,Sanford,FL,327717304,Seminole,,,31.77,362,0.07045000000000001,0.0345,1129.0,0.005,1.837,,"Business Center, Clubhouse, Fitness Center, Playground, Pool, Property Manager on Site, Spa, Tennis Court, Gated, Breakfast/Coffee Concierge, Grill, Planned Social Activities, Wi-Fi",2000.0,,2010-12-22,37075000,8.06,,Masonry,,,,,,109.0,1.0,833.0,0.005,0.037000000000000005,153.0,1.0,1170.0,0.005,0.033,100.0,1.0,1389.0,0.006,0.04,,,,,,36.1,37.8,2181.0,39.0,1897.0,5391.0,S5392,FL Seminole 1000 Plantation Lakes Cir,19.0,,,2625386.328125,28613829.0,2006.0,0.436703926,3.0,40.29,766361.35,2007-07-27,24347300.0,24347300.0,121736.5,1593873.800733914
1528,FL Seminole 19-30-32-300-0110-0000,FL Seminole1000 Plantation Lakes Cir,P4476,4,Sanford,FL,327717304,Seminole,,,31.77,362,0.07045000000000001,0.0345,1129.0,0.005,1.837,,"Business Center, Clubhouse, Fitness Center, Playground, Pool, Property Manager on Site, Spa, Tennis Court, Gated, Breakfast/Coffee Concierge, Grill, Planned Social Activities, Wi-Fi",2000.0,,2010-12-22,37075000,8.06,,Masonry,,,,,,109.0,1.0,833.0,0.005,0.037000000000000005,153.0,1.0,1170.0,0.005,0.033,100.0,1.0,1389.0,0.006,0.04,,,,,,36.1,37.8,2181.0,39.0,1897.0,5536.0,S5537,FL Seminole 1000 Plantation Lakes Cir,19.0,,,2625386.328125,34447920.0,2008.0,0.436703926,3.0,,,2010-02-16,,37075000,185375.0,2527224.1863631215
1529,FL Osceola 26-29-07-4470-0001-00A.0,FL Osceola2100 Pleasant Hill Rd,P4478,2,Kissimmee,FL,347463768,Osceola,,,35.0,106,0.07045000000000001,0.0113,,0.0,,,,1971.0,,1999-03-02,1462500,23.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7,36.8,207.0,37.9,241.0,,,,,,,986516.1290322581,,,,,,,,,1462500,0.0,33916.31810425551
1530,FL Orange 21-2231-0000-00-025,FL Orange11100 Point Sylvan Cir,P4479,4,Orlando,FL,32825,Orange,,,24.0657,348,0.06,0.051699999999999996,811.0,0.006,2.546,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Tennis Court, Gated, Basketball Court, Breakfast/Coffee Concierge, Grill, Package Service, Wi-Fi, Storage Space, Lounge, Maintenance on site, Sundeck",1994.0,2012.0,2017-06-01,48945415,17.37,,Wood Frame,,,,,,176.0,2.0,675.0,0.006,0.051,172.0,1.0,950.0,0.006,0.052000000000000005,,,,,,,,,,,32.6,33.8,3127.0,34.8,3095.0,4862.0,S4863,FL Orange 11100 Point Sylvan Cir,25.0,0.065,0.06,3480200.0,19239131.0,2010.0,0.269197492,2.0,106.31,1246587.47,2012-10-15,30000000.0,30000000.0,180000.0,1689326.16260677
1531,FL Orange 27-2227-0000-00-063,FL Orange1201 Pointe Villas Blvd,P4480,3,Winter Garden,FL,347876028,Orange,,,29.7813,288,0.07045000000000001,0.025699999999999997,1121.0,0.004,2.09,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Spa, Gated, Grill, Storage Space",2001.0,,2018-02-15,31072200,25.4,,Wood Frame,,,,,,,,,,,200.0,1.0,1065.0,0.005,0.035,72.0,1.0,1214.0,0.002,0.0,16.0,1.0,1400.0,0.002,0.0,36.3,37.1,2345.0,37.9,2491.0,,,,,,,2788904.537837838,,,,,,,,,31072200,124288.8,2054104.8047514365
1532,FL Orange 15-2428-0000-00-009,FL Orange8950 Polynesian Ln,P4481,2,Orlando,FL,32836,Orange,,,53.42,303,0.07045000000000001,0.0449,,0.0,,,,1975.0,,2011-07-01,16416900,18.27,,Wood Frame,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,41.0,575.0,41.5,681.0,4574.0,S4575,FL Orange 8950 Polynesian Ln,44.0,,,2788904.537837838,,,0.002899043,1.0,904.24,114189.44,1995-09-15,6100000.0,6100000.0,0.0,244232.7246459265
1533,FL Orange 12-2228-0000-00-027,FL Orange3024 Powers Dr,P4483,3,Orlando,FL,328183269,Orange,,,19.2865,320,0.07045000000000001,0.0909,958.0,0.009000000000000001,2.5,,"Fitness Center, Laundry Facilities, Playground, Sauna, Tennis Court, Car Wash Area",1990.0,,2018-08-17,214000,25.88,,Reinforced Concrete,,,,,,105.0,1.0,792.0,0.009000000000000001,0.095,215.0,1.0,1039.0,0.009000000000000001,0.09300000000000001,,,,,,,,,,,34.0,35.7,3161.0,36.6,3515.0,4954.0,S4955,FL Orange 3024 Powers Dr,29.0,,,2560000.0,10201389.0,2004.0,0.415983926,2.0,56.66,1026624.84,2006-01-20,19800000.0,19800000.0,178200.00000000003,1349809.910900891
1534,FL Orange 12-2228-0000-00-027,FL Orange3024 Powers Dr,P4483,3,Orlando,FL,328183269,Orange,,,19.2865,320,0.0675,0.0909,958.0,0.009000000000000001,2.5,,"Fitness Center, Laundry Facilities, Playground, Sauna, Tennis Court, Car Wash Area",1990.0,,2018-08-17,214000,25.88,,Reinforced Concrete,,,,,,105.0,1.0,792.0,0.009000000000000001,0.095,215.0,1.0,1039.0,0.009000000000000001,0.09300000000000001,,,,,,,,,,,34.0,35.7,3161.0,36.6,3515.0,5010.0,S5011,FL Orange 3024 Powers Dr,29.0,,0.0675,2788904.537837838,7108667.0,2013.0,0.415983926,2.0,40.78,738858.79,2014-07-07,14250000.0,14250000.0,128250.00000000001,860500.295562585
1535,FL Orange 12-2228-0000-00-027,FL Orange3024 Powers Dr,P4483,3,Orlando,FL,328183269,Orange,,,19.2865,320,0.0639,0.0909,958.0,0.009000000000000001,2.5,,"Fitness Center, Laundry Facilities, Playground, Sauna, Tennis Court, Car Wash Area",1990.0,,2018-08-17,214000,25.88,,Reinforced Concrete,,,,,,105.0,1.0,792.0,0.009000000000000001,0.095,215.0,1.0,1039.0,0.009000000000000001,0.09300000000000001,,,,,,,,,,,34.0,35.7,3161.0,36.6,3515.0,5045.0,S5046,FL Orange 3024 Powers Dr,29.0,,0.0639,3200000.0,10745634.0,2009.0,0.415983926,2.0,25.75,466647.66,2010-06-30,9000000.0,9000000.0,81000.00000000001,413371.3562864371
1537,FL Orange 15-2428-0000-00-007,FL Orange11856 Reedy Creek Dr,P4485,3,Orlando,FL,328366800,Orange,,,18.289,324,0.07045000000000001,,885.0,0.002,1.8730000000000002,,"Courtyard, Fitness Center, Laundry Facilities, Picnic Area, Playground, Grill, Pet Play Area, Trash Pickup - Curbside",1994.0,,2018-02-15,33290000,17.47,,Wood Frame,,,,,,72.0,1.0,540.0,0.003,0.0,204.0,1.0,948.0,0.002,0.0,48.0,1.0,1132.0,0.002,0.0,,,,,,40.0,41.0,575.0,41.5,681.0,,,,,,,2788904.537837838,,,,,,,,,33290000,66580.0,
1538,FL Orange 14-2228-0000-00-049,FL Orange2750 Renegade Dr,P4486,2,Orlando,FL,32818,Orange,,,20.0495,240,0.07045000000000001,0.0175,1061.0,0.004,1.979,,"Business Center, Controlled Access, Laundry Facilities, Playground, Property Manager on Site, Basketball Court, Package Service, Volleyball Court, Maintenance on site, Sundeck",2000.0,,2012-12-21,12500000,24.97,,Wood Frame,,,,,,,,,,,160.0,1.0,1005.0,0.004,0.025,56.0,1.0,1128.0,0.003,0.0,24.0,1.0,1276.0,0.003,0.0,33.6,34.8,4699.0,35.7,5410.0,3484.0,S3485,FL Orange 2750 Renegade Dr,19.0,,,1920100.0,5238162.0,2011.0,0.311237342,2.0,45.99,623456.94,2012-12-21,12500000.0,12500000.0,50000.0,762215.2213740459
1539,FL Seminole 20-30-02-300-0440-0000,FL Seminole2714 Ridgewood Ave,P4487,3,Sanford,FL,32773,Seminole,,,10.91,132,0.07045000000000001,0.0182,997.0,0.004,1.598,,"Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Tennis Court",1974.0,,2014-10-15,,4.18,,Masonry,,,,,,52.0,1.0,850.0,0.004,0.019,72.0,1.0,1075.0,0.004,0.013999999999999999,8.0,1.0,1250.0,0.003,0.0,,,,,,33.0,35.1,2825.0,36.3,2658.0,773.0,S774,FL Seminole 2714 Ridgewood Ave,45.0,,,2625386.328125,,,0.2769133,1.0,26.33,317598.53,2012-09-24,3465000.0,3465000.0,13860.0,61241.821331833125
1540,FL Seminole 20-30-02-300-0440-0000,FL Seminole2714 Ridgewood Ave,P4487,3,Sanford,FL,32773,Seminole,,,10.91,132,0.07045000000000001,0.0182,997.0,0.004,1.598,,"Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Tennis Court",1974.0,,2014-10-15,,4.18,,Masonry,,,,,,52.0,1.0,850.0,0.004,0.019,72.0,1.0,1075.0,0.004,0.013999999999999999,8.0,1.0,1250.0,0.003,0.0,,,,,,33.0,35.1,2825.0,36.3,2658.0,920.0,S921,FL Seminole 2714 Ridgewood Ave,45.0,,,2625386.328125,3442371.0,2013.0,0.2769133,1.0,,,2014-10-15,,3442371.0,13769.484,59611.56068587672
1541,FL Seminole 19-30-29-512-0000-0020,FL Seminole1840 Rinehart Rd,P4488,4,Sanford,FL,32771,Seminole,,,10.55,175,0.07045000000000001,0.2914,787.0,0.0,1.5090000000000001,,"24 Hour Access, Courtyard, Fitness Center, Grill, Trash Pickup - Door to Door, Storage Space, Community-Wide WiFi, Elevator, Lounge, Maintenance on site",2017.0,,2018-06-26,27800000,,,Wood Frame,,,,,,135.0,2.0,757.0,0.0,0.289,40.0,1.0,887.0,0.0,0.3,,,,,,,,,,,28.6,31.4,2819.0,33.0,2608.0,1474.0,S1475,FL Seminole 1840 Rinehart Rd,2.0,,,5280000.0,5652400.0,2017.0,0.621336153,4.0,97.36,2635071.09,2018-06-26,27800000.0,27800000.0,0.0,2238969.799604855
1542,FL Orange 17-2229-8075-00-011,FL Orange4697 Rose Coral Dr,P4492,2,Orlando,FL,32808,Orange,,,9.27,164,0.048799999999999996,0.1537,645.0,0.01,0.0,,Laundry Facilities,1988.0,,2019-05-01,8692000,18.2,,Wood Frame,41.0,3.0,277.0,0.01,0.146,41.0,1.0,576.0,0.01,0.146,82.0,1.0,864.0,0.01,0.159,,,,,,,,,,,32.9,34.8,2265.0,35.8,2575.0,1649.0,S1650,FL Orange 4697 Rose Coral Dr,31.0,,0.048799999999999996,2788904.537837838,,,0.232510568,1.0,92.58,937648.33,2019-05-01,8692000.0,8692000.0,86920.0,345400.8679587776
1543,FL Orange 11-2230-0000-00-046,FL Orange3207 Rosebud Ln,P4493,2,Winter Park,FL,32792,Orange,,,19.3226,256,0.07045000000000001,0.0668,948.0,0.006999999999999999,1.953,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Spa, Grill, Package Service, Volleyball Court, Maintenance on site, Sundeck",1974.0,,2006-01-31,21888000,17.7,,Wood Frame,,,,,,48.0,1.0,727.0,0.006999999999999999,0.063,192.0,1.0,980.0,0.006999999999999999,0.057,16.0,1.0,1232.0,0.01,0.188,,,,,,33.2,34.8,4325.0,36.1,4259.0,3363.0,S3364,FL Orange 3207 Rosebud Ln,45.0,,,1664250.0,9349619.0,2005.0,0.306419688,2.0,84.87,1132766.81,2006-01-31,21888000.0,21888000.0,153215.99999999997,1538316.8181525934
1544,FL Osceola 26-30-01-4950-0001-161.0,FL Osceola325 Rosedale Ave,P4494,2,Saint Cloud,FL,347692574,Osceola,,,15.17,101,0.07045000000000001,0.0109,,0.0,,,Clubhouse,1974.0,,2014-04-01,2150000,23.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5,38.6,1017.0,39.6,1149.0,450.0,S451,FL Osceola 325 Rosedale Ave,45.0,,,1048600.0,1166100.0,2012.0,0.005057468,1.0,,,2013-03-04,,2150000,0.0,78448.7210595491
1545,FL Orange 05-2229-7744-00-210,FL Orange3997 Rosewood Way,P4495,3,Orlando,FL,328081063,Orange,,,15.91,344,0.07045000000000001,0.0291,501.0,0.0,1.494,,"Fitness Center, Laundry Facilities, Property Manager on Site, Tennis Court, Laundry Service, Maintenance on site, Sundeck",1984.0,,2016-08-15,13813285,,,Reinforced Concrete,,,,,,344.0,1.0,501.0,0.0,0.028999999999999998,,,,,,,,,,,,,,,,33.2,35.5,2553.0,36.6,2567.0,5007.0,S5008,FL Orange 3997 Rosewood Way,35.0,,,6096000.0,12804519.0,2005.0,0.24954584100000002,3.0,84.0,913073.54,2006-04-27,14527000.0,14527000.0,0.0,611766.3508085283
1546,FL Orange 05-2229-7744-00-210,FL Orange3997 Rosewood Way,P4495,3,Orlando,FL,328081063,Orange,,,15.91,344,0.12480000000000001,0.0291,501.0,0.0,1.494,,"Fitness Center, Laundry Facilities, Property Manager on Site, Tennis Court, Laundry Service, Maintenance on site, Sundeck",1984.0,,2016-08-15,13813285,,,Reinforced Concrete,,,,,,344.0,1.0,501.0,0.0,0.028999999999999998,,,,,,,,,,,,,,,,33.2,35.5,2553.0,36.6,2567.0,5041.0,S5042,FL Orange 3997 Rosewood Way,35.0,,0.12480000000000001,2064000.0,6591100.0,2003.0,0.24954584100000002,3.0,54.06,587680.7,2004-01-13,9350000.0,9350000.0,0.0,936546.2972499743
1547,FL Orange 05-2229-7744-00-210,FL Orange3997 Rosewood Way,P4495,3,Orlando,FL,328081063,Orange,,,15.91,344,0.086,0.0291,501.0,0.0,1.494,,"Fitness Center, Laundry Facilities, Property Manager on Site, Tennis Court, Laundry Service, Maintenance on site, Sundeck",1984.0,,2016-08-15,13813285,,,Reinforced Concrete,,,,,,344.0,1.0,501.0,0.0,0.028999999999999998,,,,,,,,,,,,,,,,33.2,35.5,2553.0,36.6,2567.0,5044.0,S5045,FL Orange 3997 Rosewood Way,35.0,0.086,,1728000.0,3607907.0,2013.0,0.24954584100000002,3.0,52.04,565681.96,2014-04-24,9000000.0,9000000.0,0.0,644136.3683180554
1548,FL Orange 05-2229-7744-00-210,FL Orange3997 Rosewood Way,P4495,3,Orlando,FL,328081063,Orange,,,15.91,344,0.07045000000000001,0.0291,501.0,0.0,1.494,,"Fitness Center, Laundry Facilities, Property Manager on Site, Tennis Court, Laundry Service, Maintenance on site, Sundeck",1984.0,,2016-08-15,13813285,,,Reinforced Concrete,,,,,,344.0,1.0,501.0,0.0,0.028999999999999998,,,,,,,,,,,,,,,,33.2,35.5,2553.0,36.6,2567.0,5055.0,S5056,FL Orange 3997 Rosewood Way,35.0,,,2064000.0,5275392.0,1997.0,0.24954584100000002,3.0,41.63,452545.57,1998-10-08,7200000.0,7200000.0,0.0,372676.0737460089
1549,FL Orange 05-2229-7744-00-210,FL Orange3997 Rosewood Way,P4495,3,Orlando,FL,328081063,Orange,,,15.91,344,0.07045000000000001,0.0291,501.0,0.0,1.494,,"Fitness Center, Laundry Facilities, Property Manager on Site, Tennis Court, Laundry Service, Maintenance on site, Sundeck",1984.0,,2016-08-15,13813285,,,Reinforced Concrete,,,,,,344.0,1.0,501.0,0.0,0.028999999999999998,,,,,,,,,,,,,,,,33.2,35.5,2553.0,36.6,2567.0,5064.0,S5065,FL Orange 3997 Rosewood Way,35.0,,,2296000.0,5605085.0,2010.0,0.24954584100000002,3.0,29.99,325958.52,2012-05-14,5186000.0,5186000.0,0.0,209702.85302296843
1550,FL Orange 05-2229-7744-00-210,FL Orange3997 Rosewood Way,P4495,3,Orlando,FL,328081063,Orange,,,15.91,344,0.07045000000000001,0.0291,501.0,0.0,1.494,,"Fitness Center, Laundry Facilities, Property Manager on Site, Tennis Court, Laundry Service, Maintenance on site, Sundeck",1984.0,,2016-08-15,13813285,,,Reinforced Concrete,,,,,,344.0,1.0,501.0,0.0,0.028999999999999998,,,,,,,,,,,,,,,,33.2,35.5,2553.0,36.6,2567.0,5073.0,S5074,FL Orange 3997 Rosewood Way,35.0,,,2064000.0,4970093.0,1998.0,0.24954584100000002,3.0,22.95,249440.6,1999-12-30,3968600.0,3968600.0,0.0,138200.71068081167
1551,FL Orange 15-2231-0000-00-001,FL Orange12024 Royal Wulff Ln,P4496,4,Orlando,FL,328173530,Orange,,,20.4,224,0.10830000000000001,0.0223,1328.0,0.004,4.103,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Basketball Court, Furnished Units Available, Package Service, Volleyball Court, Lounge, Maintenance on site, Sundeck",1996.0,,2007-06-21,,19.0,,Masonry,,,,,,,,,,,,,,,,,,,,,224.0,0.0,1328.0,0.004,0.022000000000000002,27.0,28.4,10288.0,29.5,10437.0,2845.0,S2846,FL Orange 12024 Royal Wulff Ln,23.0,,0.10830000000000001,3136000.0,17664453.0,2001.0,0.334630096,2.0,78.19,1139705.88,2002-07-16,23250000.0,23250000.0,93000.0,2238332.92420988
1552,FL Orange 16-2231-4390-00-001,FL Orange11037 Rural Retreat Ct,P4497,4,Orlando,FL,328174536,Orange,,,,221,0.054000000000000006,,1948.0,0.002,1.81,,"Clubhouse, Fitness Center, Sauna, Spa, Tennis Court, Tanning Salon, Basketball Court, Grill, Volleyball Court",2014.0,,2018-05-31,81721250,18.09,,Wood Frame,,,,,,,,,,,12.0,1.0,1398.0,0.002,0.0,35.0,1.0,1395.0,0.002,0.0,105.0,0.0,2011.0,0.002,0.0,29.9,31.2,5511.0,32.3,5498.0,2743.0,S2744,FL Orange 11037 Rural Retreat Ct,5.0,0.054000000000000006,,4862200.0,4862200.0,2014.0,,2.0,169.53,,2015-08-13,72500000.0,72500000.0,145000.0,
1553,FL Orange 28-2326-7412-02-000,FL Orange7343 Sand Lake Rd,P4501,4,Orlando,FL,32819,Orange,,,1.5025,200,0.07045000000000001,0.0575,1122.0,0.006999999999999999,1.9,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Dry Cleaning Service, Grill, Guest Apartment, Pet Play Area, Wi-Fi, Elevator, Health Club Discount, Maintenance on site, Meal Service",2014.0,,2017-08-28,49600000,14.7,,Reinforced Concrete,,,,,,75.0,2.0,870.0,0.006999999999999999,0.053,112.0,2.0,1239.0,0.006999999999999999,0.054000000000000006,13.0,2.0,1564.0,0.008,0.077,,,,,,40.2,41.0,894.0,41.6,952.0,2289.0,S2290,FL Orange 7343 Sand Lake Rd,5.0,,,3600100.0,41302674.0,2016.0,6.01497372,5.0,125.99,33011647.25,2017-08-28,49600000.0,49600000.0,347199.99999999994,3464353.52254642
1554,FL Osceola 26-30-16-00U0-0105-000.0,FL Osceola4201 Sawyer Cir,P4505,3,Saint Cloud,FL,347728643,Osceola,,,19.142,192,0.07045000000000001,0.0125,1122.0,0.003,1.8130000000000002,,"Business Center, Clubhouse, Laundry Facilities, Picnic Area, Playground, Pool, Property Manager on Site, Spa, Gated, Basketball Court, Car Wash Area, Grill",1999.0,,2018-07-23,15460000,24.35,,,,,,,,8.0,1.0,749.0,0.005,0.0,64.0,0.0,1108.0,0.003,0.016,120.0,0.0,1207.0,0.003,0.008,,,,,,35.7,36.0,1783.0,37.0,2012.0,2015.0,S2016,FL Osceola 4201 Sawyer Cir,20.0,,,1435500.0,7678400.0,2017.0,0.300170899,2.0,61.77,807648.1,2018-07-23,15460000.0,15460000.0,46380.0,1003841.514936709
1555,FL Orange 05-2229-0554-00-010,FL Orange4401 Scenic Lake Dr,P4506,3,Orlando,FL,32808,Orange,,,15.7,154,0.07045000000000001,0.039,1331.0,0.005,2.0,,"Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Spa, Tennis Court, Grill, Media Center/Movie Theatre, Package Service, Volleyball Court, Storage Space, Lounge, Maintenance on site",1985.0,,2014-12-18,,19.26,,Wood Frame,,,,,,,,,,,116.0,1.0,1278.0,0.005,0.043,38.0,1.0,1492.0,0.005,0.053,,,,,,32.5,34.9,2819.0,36.1,3003.0,1121.0,S1122,FL Orange 4401 Scenic Lake Dr,34.0,,,1309000.0,7365409.0,2004.0,0.299673048,2.0,48.7,635668.79,2005-02-10,9980000.0,9980000.0,49900.0,639320.920915713
1556,FL Orange 05-2229-0554-00-010,FL Orange4401 Scenic Lake Dr,P4506,3,Orlando,FL,32808,Orange,,,15.7,154,0.1,0.039,1331.0,0.005,2.0,,"Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Spa, Tennis Court, Grill, Media Center/Movie Theatre, Package Service, Volleyball Court, Storage Space, Lounge, Maintenance on site",1985.0,,2014-12-18,,19.26,,Wood Frame,,,,,,,,,,,116.0,1.0,1278.0,0.005,0.043,38.0,1.0,1492.0,0.005,0.053,,,,,,32.5,34.9,2819.0,36.1,3003.0,1238.0,S1239,FL Orange 4401 Scenic Lake Dr,34.0,,0.1,2788904.537837838,,,0.299673048,2.0,30.62,399681.53,1997-03-10,6275000.0,6275000.0,31375.0,366021.90032904915
1557,FL Orange 05-2229-0554-00-010,FL Orange4401 Scenic Lake Dr,P4506,3,Orlando,FL,32808,Orange,,,15.7,154,0.07045000000000001,0.039,1331.0,0.005,2.0,,"Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Spa, Tennis Court, Grill, Media Center/Movie Theatre, Package Service, Volleyball Court, Storage Space, Lounge, Maintenance on site",1985.0,,2014-12-18,,19.26,,Wood Frame,,,,,,,,,,,116.0,1.0,1278.0,0.005,0.043,38.0,1.0,1492.0,0.005,0.053,,,,,,32.5,34.9,2819.0,36.1,3003.0,1393.0,S1394,FL Orange 4401 Scenic Lake Dr,34.0,,,2788904.537837838,6498020.0,2013.0,0.299673048,2.0,,,2014-12-18,,6498020.0,32490.100000000002,274293.56072250195
1558,FL Orange 12-2428-9249-00-011,FL Orange6801 Sea Coral Dr,P4507,4,Orlando,FL,32821,Orange,,,14.77,356,0.07045000000000001,0.034300000000000004,883.0,0.005,1.272,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Gated, Basketball Court, Breakfast/Coffee Concierge, Car Wash Area, Gameroom, Grill, Package Service, Recycling, Wi-Fi, Elevator, Sundeck",2014.0,,2014-09-03,58100000,12.54,,Wood Frame,,,,,,208.0,2.0,764.0,0.005,0.028999999999999998,124.0,2.0,1016.0,0.005,0.032,24.0,2.0,1233.0,0.009000000000000001,0.083,,,,,,31.9,33.2,1079.0,34.8,980.0,4720.0,S4721,FL Orange 6801 Sea Coral Dr,5.0,,,5845769.0,5845769.0,2013.0,0.765221541,4.0,118.01,3933649.29,2014-09-03,58100000.0,58100000.0,290500.0,3833257.0145490323
1559,FL Seminole 21-30-33-300-004A-0000,FL Seminole100 Sedgefield Cir,P4508,3,Winter Park,FL,327921903,Seminole,,,8.7,111,0.07045000000000001,0.0018,902.0,0.003,1.982,,"Laundry Facilities, Property Manager on Site",1972.0,2003.0,2002-11-26,3862500,13.61,,Masonry,21.0,1.0,567.0,0.002,0.0,10.0,1.0,750.0,0.003,0.0,75.0,1.0,991.0,0.003,0.0,5.0,1.0,1270.0,0.003,0.0,,,,,,37.1,38.2,4176.0,39.0,3796.0,,,,,,,2625386.328125,,,,,,,,,3862500,11587.5,88129.63089420334
1560,FL Osceola 25-27-05-3160-000D-007.0,FL Osceola3101 Segreto Ln,P4509,4,Kissimmee,FL,34747,Osceola,,,30.339,432,0.055,0.0692,990.0,0.008,,,"Business Center, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Spa, Gated, Breakfast/Coffee Concierge, Cabana, Car Wash Area, Furnished Units Available, Grill, Pet Play Area, Wi-Fi, Elevator, Lake Access",2010.0,,2018-05-31,69767000,25.91,,,,,,,,112.0,2.0,738.0,0.008,0.071,256.0,1.0,1042.0,0.008,0.07,64.0,1.0,1227.0,0.008,0.063,,,,,,35.4,36.5,2993.0,37.9,3359.0,5671.0,S5672,FL Osceola 3101 Segreto Ln,9.0,,0.055,986516.1290322581,34567200.0,,0.363312918,4.0,124.96,1977652.53,2015-02-12,60000000.0,60000000.0,480000.0,3515407.835091562
