,SCAPN,SCSitus_NumNam,PropID,Star_rating,City,State,Zip,County,For_sale_price,For_sale_status,Land_area,Num_units,Cap_rate,Vacancy_%,Avg_unit_sqft,Avg_Concession_%,Parking_per_unit,Days_on_mkt,Amenities,Year_built,Year_reno,Last_sale_date,Last_sale_price,Transit_dist_mile,Transit_walk_time_min,Const_material,Num_studio,Studio_rent_sqft,Studio_avg_sqft,Studio_concession_%,Studio_vacancy_%,Num_1_bed,1_bed_rent_sqft,1_bed_avg_sqft,1_bed_concession_%,1_bed_vacancy_%,Num_2_bed,2_bed_rent_sqft,2_bed_avg_sqft,2_bed_concession_%,2_bed_vacancy_%,Num_3_bed,3_bed_rent_sqft,3_bed_avg_sqft,3_bed_concession_%,3_bed_vacancy_%,Num_4_bed,4_bed_rent_sqft,4_bed_avg_sqft,4_bed_concession_%,4_bed_vacancy_%,2010_Avg_age,2019_Avg_age,2019_Pop_25_39,2024_Avg_age,2024_Pop_25_39
49,NC Wayne 2598642622,NC Wayne204 Benton St,P8192,3,Goldsboro,NC,27530,Wayne,,N,2.82,110,,,1037.0,0.2,,,"Property Manager on Site, Pet Play Area, Maintenance on site",1970.0,,04/30/08,"4,125,000",,,Masonry,,,,,,,,,,,110.0,0.69,1037.0,0.3,0.0,,,,,,,,,,,41.6,44.0,65.0,44.3,56.0
50,NC Guilford 0030056,NC Guilford4215 Bernau Ave,P8193,3,Greensboro,NC,27407    ,Guilford,,N,12.25,124,,8.87,817.0,0.9,1.798,,"Clubhouse, Laundry Facilities, Picnic Area, Playground",1987.0,,11/25/16,"6,500,000",12.94,,Wood Frame,,,,,,32.0,1.08,673.0,0.9,9.4,92.0,0.95,867.0,0.9,8.7,,,,,,,,,,,34.0,36.0,2092.0,37.1,2060.0
51,NC Forsyth 6818-73-0123,NC Forsyth4111 Bethania Station Rd,P8194,2,Winston-Salem,NC,27106,Forsyth,,N,3.053,111,,5.41,838.0,0.7,,,"Laundry Facilities, Trash Pickup - Curbside, Maintenance on site",1970.0,,09/13/17,"3,875,000",30.4,,,,,,,,25.0,0.78,644.0,0.7,4.0,86.0,0.67,894.0,0.7,5.8,,,,,,,,,,,35.1,34.9,1769.0,35.5,1684.0
52,NC Gaston 146006,NC Gaston205 Bethany Rd,P8195,2,Gastonia,NC,280527774,Gaston,,N,30.0,117,,5.13,,0.0,,,,1988.0,,06/15/99,"1,090,000",24.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8,37.9,314.0,39.3,325.0
53,NC Mecklenburg P8196,NC Mecklenburg 514-522 Billlingsley Rd,P8196,4,Charlotte,NC,28211,Mecklenburg,,N,9.106,120,,,2300.0,0.0,,,,,,,,11.11,,Wood Frame,,,,,,,,,,,,,,,,120.0,,2300.0,,,,,,,,34.1,35.3,1927.0,36.4,1885.0
54,NC Wake 0793.08-98-3218-000,NC Wake600 Bilyeu St,P8197,4,Raleigh,NC,27606,Wake,,N,9.6043,100,,,262.0,0.0,,,,2020.0,,,,12.55,,,76.0,,,0.0,,11.0,2.25,806.0,0.0,,13.0,2.14,1333.0,0.0,,,,,,,,,,,,26.3,29.7,7468.0,31.5,7331.0
55,NC Brunswick 18200134,NC Brunswick5 Birch Pond Dr,P8198,3,Shallotte,NC,28470,Brunswick,,N,0.45,104,,0.96,845.0,0.3,1.538,,"Clubhouse, Fitness Center, Picnic Area, Playground, Property Manager on Site, Breakfast/Coffee Concierge, Pet Play Area, Planned Social Activities",2002.0,,12/17/13,"5,950,000",,,Wood Frame,,,,,,52.0,1.22,695.0,0.4,1.9,52.0,0.95,995.0,0.3,0.0,,,,,,,,,,,39.4,42.1,276.0,42.6,316.0
56,NC Cumberland 0404-66-9878,NC Cumberland3511 Birchfield Ct,P8199,4,Fayetteville,NC,28306,Cumberland,,N,7.37,132,,4.55,1153.0,2.0,1.1520000000000001,254.0,"Clubhouse, Fitness Center, Picnic Area, Playground, Pool, Corporate Suites, Grill, Package Service, Pet Play Area, Planned Social Activities, Trash Pickup - Curbside, Wi-Fi, Storage Space",2009.0,,,,8.67,,Wood Frame,,,,,,,,,,,70.0,0.88,1085.0,0.0,4.3,62.0,0.99,1229.0,3.7,4.8,,,,,,35.5,37.2,652.0,38.5,712.0
57,NC Jackson 7559-03-4759,NC Jackson112 Blackhawk Rd,P8200,4,Cullowhee,NC,287236816,Jackson,,N,5.14,120,,5.0,982.0,0.6,1.425,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Picnic Area, Property Manager on Site, Gated, Tanning Salon, Furnished Units Available, Gameroom, Grill, Planned Social Activities, Community-Wide WiFi, Maintenance on site, Pet Washing Station",2013.0,,,,,,Wood Frame,,,,,,34.0,1.43,600.0,0.6,5.9,33.0,1.39,922.0,0.5,3.0,38.0,1.54,1186.0,0.6,5.3,15.0,1.61,1463.0,0.6,6.7,27.3,28.3,1891.0,28.9,2401.0
58,NC Wake 0773.08-78-6525-000,NC Wake5801 Blacksmith Dr,P8201,3,Raleigh,NC,27606,Wake,,N,21.13,127,,,879.0,0.3,2.7560000000000002,,"Business Center, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Sauna, Spa, Tennis Court, Basketball Court, Breakfast/Coffee Concierge, Car Wash Area, Grill, Recycling, Volleyball Court",1986.0,,,,9.86,,Wood Frame,,,,,,39.0,1.07,764.0,0.3,0.0,88.0,1.0,930.0,0.3,0.0,,,,,,,,,,,31.2,32.9,3852.0,34.3,3454.0
59,NC Vance 0069-03020,NC Vance318 Boddie St,P8202,2,Henderson,NC,27536    ,Vance,,N,9.27,108,,,,0.0,0.009000000000000001,,,1972.0,,,,,,Wood Frame,,,,,,16.0,,,,,40.0,,,,,32.0,,,,,20.0,,,,,35.7,37.2,1008.0,38.1,1005.0
60,NC Forsyth 6886-18-0110,NC Forsyth434 Bodenhamer St,P8203,2,Kernersville,NC,27284,Forsyth,,N,3.63,104,,2.88,814.0,0.5,1.8459999999999999,,Fitness Center,1976.0,,05/01/13,"3,221,500",14.38,,Wood Frame,,,,,,20.0,0.84,665.0,0.5,5.0,72.0,0.78,825.0,0.4,1.4,12.0,0.7,1000.0,0.7,8.3,,,,,,37.6,39.0,1205.0,39.8,1283.0
61,NC Durham 173352,NC Durham2105 Bogarde St,P8204,3,Durham,NC,27705,Durham,,N,9.32,108,,,957.0,0.3,1.9069999999999998,,"Laundry Facilities, Playground, Property Manager on Site, Laundry Service, Pet Play Area, Recycling",1973.0,2006.0,08/02/17,"8,350,000",17.88,,Wood Frame,,,,,,24.0,1.15,640.0,0.2,0.0,56.0,0.96,960.0,0.3,0.0,28.0,0.92,1225.0,0.3,0.0,,,,,,37.5,40.1,1466.0,40.5,1425.0
62,NC Orange 9799293358,NC Orange2525 Booker Creek Rd,P8205,2,Chapel Hill,NC,27514,Orange,,N,9.5863,118,,5.08,1030.0,0.0,1.61,,"Laundry Facilities, Playground, Pool, Property Manager on Site, Wi-Fi",1971.0,,,,17.95,,Wood Frame,,,,,,,,,,,118.0,1.23,1030.0,0.0,5.1,,,,,,,,,,,36.1,37.9,834.0,38.5,927.0
63,NC Nash 3759-17-11-5361,NC Nash1960 Boone St,P8206,2,Rocky Mount,NC,278034807,Nash,,N,10.51,130,,3.85,862.0,0.5,,,"Laundry Facilities, Playground, Grill",1972.0,,,,,,,,,,,,14.0,0.96,650.0,0.8,7.1,52.0,0.87,775.0,0.5,3.9,51.0,0.84,960.0,0.5,3.9,13.0,0.81,1057.0,0.5,0.0,36.6,37.9,1082.0,38.7,1137.0
64,NC Wake 1702.16-74-8043-000,NC Wake2920 Boone Trl,P8207,3,Raleigh,NC,276104602,Wake,,N,12.0,134,,5.22,960.0,0.6,1.157,,"Courtyard, Laundry Facilities, Maintenance on site",1983.0,,06/29/18,"12,960,000",17.98,,Wood Frame,,,,,,,,,,,134.0,0.93,960.0,0.6,5.2,,,,,,,,,,,32.4,34.4,1533.0,35.8,1584.0
65,NC Wayne 3519427067,NC Wayne517 Boxwood Ln,P8208,3,Goldsboro,NC,275344401,Wayne,,N,1.0,104,,5.77,1163.0,0.7,,,"24 Hour Access, Clubhouse, Property Manager on Site, Sauna, Tennis Court, Gated, Gameroom, Planned Social Activities, Storage Space, Maintenance on site",1973.0,,10/02/17,"4,700,000",,,,,,,,,,,,,,70.0,0.85,1060.0,0.7,5.7,34.0,0.68,1375.0,0.7,5.9,,,,,,34.6,29.5,2691.0,31.1,2781.0
66,NC Mecklenburg 159-011-44,NC Mecklenburg 524-550 Bramlet Rd,P8209,2,Charlotte,NC,28205,Mecklenburg,,N,18.4648,132,,2.27,943.0,0.4,3.03,,"Picnic Area, Pet Play Area",1966.0,,12/29/10,"3,138,000",10.69,,Masonry,,,,,,48.0,1.26,700.0,0.4,2.1,48.0,1.09,992.0,0.4,2.1,36.0,1.07,1201.0,0.4,2.8,,,,,,32.3,33.4,4993.0,34.8,4593.0
67,NC Mecklenburg 201-341-56,NC Mecklenburg4250 Branch Bend Ln,P8210,4,Charlotte,NC,282733905,Mecklenburg,,N,2.7842,120,,,983.0,0.0,2.983,,"Clubhouse, Laundry Facilities, Playground, Property Manager on Site, Laundry Service, Storage Space, Maintenance on site",2001.0,,,,6.64,,,,,,,,,,,,,72.0,1.07,917.0,0.0,0.0,48.0,1.02,1083.0,0.0,0.0,,,,,,32.7,34.7,1939.0,36.1,1947.0
68,NC Mecklenburg 199-181-07,NC Mecklenburg4314 Branch Bend Ln,P8211,3,Charlotte,NC,282734243,Mecklenburg,,N,,120,,6.67,792.0,0.0,1.25,,"Business Center, Fitness Center, Picnic Area, Gameroom",2011.0,,05/29/09,0,6.66,,,,,,,,112.0,,772.0,,6.3,8.0,,1070.0,,12.5,,,,,,,,,,,31.7,33.9,1619.0,35.4,1607.0
69,NC Wake 1840.03-20-1510-000,NC Wake3134 Branch Ferry Ct,P8212,3,Wake Forest,NC,27587,Wake,,N,12.76,120,,4.17,805.0,0.6,1.208,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities",2005.0,,,,19.71,,Wood Frame,,,,,,20.0,1.19,616.0,0.6,5.0,100.0,1.06,843.0,0.6,4.0,,,,,,,,,,,34.0,36.3,3092.0,37.7,3396.0
70,NC Cabarrus 5631-03-2095-0000,NC Cabarrus240 Branchview Dr,P8213,4,Concord,NC,28025    ,Cabarrus,,N,4.48,120,,5.0,700.0,0.6,0.467,,"Fitness Center, Laundry Facilities, Property Manager on Site, Gameroom, Walking/Biking Trails, Lounge",2007.0,,03/30/15,,32.23,,,40.0,6.13,438.0,0.6,5.0,40.0,5.11,636.0,0.5,5.0,40.0,3.81,1025.0,0.5,5.0,,,,,,,,,,,38.3,37.8,1790.0,38.6,1779.0
71,NC Guilford 0074645,NC Guilford1501 Brandonshire Ct,P8214,4,Greensboro,NC,274099154,Guilford,,N,6.117999999999999,120,,5.0,975.0,0.6,0.833,,"24 Hour Access, Business Center, Clubhouse, Fitness Center, Picnic Area, Playground, Property Manager on Site, Breakfast/Coffee Concierge, Grill, Package Service, Wi-Fi, Storage Space",2007.0,,05/24/16,"10,000,000",9.23,,Wood Frame,,,,,,60.0,1.01,887.0,0.6,5.0,60.0,1.02,1062.0,0.6,5.0,,,,,,,,,,,33.9,34.8,1895.0,35.8,1554.0
72,NC Wake 1724.05-08-4720-800,NC Wake2030 Brentwood Rd,P8215,2,Raleigh,NC,276043261,Wake,,N,12.0971,106,,0.94,788.0,0.3,0.943,,"24 Hour Access, Laundry Facilities, Property Manager on Site, Sundeck",1984.0,,,,17.25,,Wood Frame,40.0,1.27,445.0,0.3,0.0,11.0,0.89,850.0,0.9,9.1,50.0,0.82,1025.0,0.2,0.0,5.0,0.93,1030.0,0.3,0.0,,,,,,34.5,35.6,1762.0,36.8,1793.0
73,NC Mecklenburg 081-034-01A,NC Mecklenburg940 Brevard St,P8216,4,Charlotte,NC,28206    ,Mecklenburg,,N,1.28,100,,,700.0,0.2,0.44,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Laundry Service",2007.0,,,,0.46,10.0,Masonry,,,,,,100.0,0.81,700.0,0.2,0.0,,,,,,,,,,,,,,,,33.8,34.8,9752.0,36.3,8465.0
74,NC Durham 124767,NC Durham325 Bridgefield Pl,P8217,3,Durham,NC,27705,Durham,,N,6.007999999999999,114,,3.51,648.0,0.0,1.4040000000000001,,"Clubhouse, Fitness Center, Pet Play Area, Recycling, Storage Space",2002.0,,,,19.23,,Wood Frame,,,,,,114.0,1.2,648.0,0.0,3.5,,,,,,,,,,,,,,,,31.0,32.4,4793.0,33.6,4173.0
75,NC Wake 1707.19-51-0416-000,NC Wake 500-103 Bridle Ridge Ln,P8218,2,Raleigh,NC,276093780,Wake,,N,12.27,122,,9.84,1194.0,0.0,1.844,,"Business Center, Property Manager on Site, Package Service, Sundeck",1985.0,,05/21/19,"12,250,000",10.32,,Wood Frame,,,,,,50.0,1.08,933.0,0.0,10.0,72.0,0.89,1375.0,0.0,9.7,,,,,,,,,,,36.0,37.1,3780.0,38.1,3355.0
76,NC Forsyth 6805-22-4607,NC Forsyth231 Brierhurst Rd,P8219,3,Winston-Salem,NC,271044593,Forsyth,,N,6.62,120,,,732.0,0.0,1.617,,,1985.0,2006.0,03/15/11,"4,000,000",30.61,,Masonry,,,,,,40.0,1.26,575.0,0.0,0.0,80.0,0.85,810.0,0.0,0.0,,,,,,,,,,,38.4,38.8,1851.0,39.4,1738.0
77,NC Wake 1713.09-05-2858-000,NC Wake750 Bright Creek Way,P8220,3,Raleigh,NC,27601,Wake,,N,,113,,0.88,944.0,0.3,1.504,,"Courtyard, Fenced Lot, Online Services",2007.0,,,,14.93,,Wood Frame,,,,,,40.0,0.89,791.0,0.3,0.0,64.0,0.89,1000.0,0.3,1.6,9.0,0.81,1223.0,0.2,0.0,,,,,,33.3,34.8,3580.0,35.8,3560.0
78,NC Durham 100000,NC Durham610 Broad St,P8221,4,Durham,NC,27705,Durham,,N,,125,,4.8,350.0,0.0,,,,,,,,16.05,,,,,,,,125.0,,350.0,,4.8,,,,,,,,,,,,,,,,30.1,31.7,6235.0,33.0,5805.0
79,NC Forsyth 6804-79-7873,NC Forsyth50 Brookford Place Ct,P8222,4,Winston-Salem,NC,271045714,Forsyth,,N,6.28,108,,1.85,961.0,0.0,2.037,,"Fitness Center, Laundry Facilities, Playground, Sundeck",1998.0,,01/11/17,"7,430,000",29.6,,Wood Frame,,,,,,36.0,1.0,802.0,0.0,2.8,72.0,0.86,1041.0,0.0,1.4,,,,,,,,,,,36.5,37.0,2404.0,37.5,2278.0
80,NC Forsyth 4406F-0001,NC Forsyth1101 Brookway West Dr,P8223,3,Lewisville,NC,27023,Forsyth,,N,9.8905,128,,2.34,1016.0,0.4,2.344,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Pool, Property Manager on Site, Gated, Grill, Pet Play Area",1978.0,1996.0,,,34.08,,Wood Frame,,,,,,,,,,,120.0,0.77,1003.0,0.4,1.7,8.0,0.75,1200.0,1.0,12.5,,,,,,38.6,40.6,714.0,41.5,854.0
81,NC Watauga P8224,NC Watauga140 Brown St,P8224,2,Boone,NC,28608,Watauga,,N,,132,,5.3,491.0,0.0,,,,,,,,,,,,,,,,132.0,,491.0,,5.3,,,,,,,,,,,,,,,,26.3,27.5,2873.0,27.9,5284.0
82,NC Pitt 51388,NC Pitt113 Brownlea Dr,P8225,3,Greenville,NC,278581661,Pitt,,N,4.5687,100,,3.0,763.0,0.0,,,24 Hour Access,,,,,6.33,,,,,,,,,,,,,100.0,0.73,763.0,0.0,3.0,,,,,,,,,,,28.6,29.1,3948.0,29.6,4678.0
83,NC Alamance 106951,NC Alamance120 Buckhill Village Dr,P8226,4,Burlington,NC,27215,Alamance,,N,9.6,120,,,1060.0,0.0,,,,2020.0,,,,28.32,,,,,,,,36.0,,900.0,,,72.0,,1100.0,,,12.0,,1300.0,,,,,,,,37.9,39.3,40.0,40.4,41.0
84,NC Forsyth 6836-63-0637,NC Forsyth1120 Burke Village Ln,P8227,2,Winston-Salem,NC,27105    ,Forsyth,,N,4.14,122,,8.2,680.0,0.9,,,"Laundry Facilities, Property Manager on Site",1967.0,,05/12/17,"1,800,000",24.94,,,,,,,,122.0,0.71,680.0,0.9,8.2,,,,,,,,,,,,,,,,34.2,34.7,2939.0,35.6,3381.0
85,NC Guilford 0179039,NC Guilford1300 Burton Ave,P8228,3,High Point,NC,272627985,Guilford,,N,7.76,100,,1.0,1087.0,1.0,1.4,,"Clubhouse, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Maintenance on site",1996.0,,10/20/17,"4,500,000",18.54,,Wood Frame,,,,,,,,,,,60.0,0.67,1022.0,0.3,1.7,40.0,0.67,1184.0,0.3,0.0,,,,,,36.2,37.4,829.0,38.2,878.0
86,NC Mecklenburg 123-021-02,NC Mecklenburg1225 Caldwell St,P8229,2,Charlotte,NC,282034556,Mecklenburg,,N,14.53,104,,,500.0,0.0,1.459,,,1971.0,,,,0.35,7.0,Wood Frame,104.0,,500.0,,,,,,,,,,,,,,,,,,,,,,,35.4,36.4,6683.0,37.8,5696.0
87,NC Cumberland 0437-80-4845,NC Cumberland550 Campbell Ave,P8230,4,Fayetteville,NC,283016398,Cumberland,,N,14.39,112,,1.79,996.0,0.4,,,"Business Center, Clubhouse, Picnic Area, Playground, Property Manager on Site, Cabana, Grill, Walking/Biking Trails",2013.0,,,,4.79,,,,,,,,,,,,,60.0,0.59,950.0,0.2,0.0,52.0,0.6,1050.0,0.6,3.9,,,,,,36.3,38.0,1359.0,39.5,1507.0
88,NC Durham P8231,NC Durham1340 Campus Dr,P8231,2,Durham,NC,277089962,Durham,,N,,125,,4.8,400.0,0.0,,,,,,,,16.6,,,,,,,,125.0,,400.0,,4.8,,,,,,,,,,,,,,,,31.6,33.0,5547.0,34.2,5162.0
89,NC Durham 125252,NC Durham 2700-2716 Campus Walk Ave,P8232,2,Durham,NC,27705    ,Durham,,N,6.08,103,,0.97,1229.0,0.3,2.0869999999999997,,"24 Hour Access, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Trash Pickup - Curbside",1968.0,,,,17.52,,Wood Frame,,,,,,3.0,0.91,886.0,1.0,33.3,97.0,0.66,1237.0,0.3,0.0,3.0,0.7,1315.0,0.3,0.0,,,,,,28.8,29.2,7442.0,30.4,7136.0
90,NC Durham 125251,NC Durham2724 Campus Walk Ave,P8233,2,Durham,NC,27705    ,Durham,,N,7.03,104,,2.88,1116.0,0.4,1.3459999999999999,,Laundry Facilities,1969.0,,,,17.63,,Wood Frame,,,,,,,,,,,52.0,1.05,950.0,0.6,5.8,52.0,1.06,1282.0,0.3,0.0,,,,,,29.3,29.6,7717.0,30.7,7367.0
91,NC Haywood 8616-48-8690,NC Haywood80 Candler St,P8234,4,Waynesville,NC,28786,Haywood,,N,3.44,100,,3.0,1023.0,0.5,0.4,,"Clubhouse, Fitness Center, Picnic Area, Property Manager on Site, Grill",2007.0,,,,33.63,,Masonry,,,,,,36.0,0.43,771.0,0.5,2.8,64.0,0.55,1165.0,0.5,3.1,,,,,,,,,,,48.4,49.1,645.0,49.0,766.0
92,NC Mecklenburg 209-391-34,NC Mecklenburg5512 Carmel Rd,P8235,3,Charlotte,NC,282268132,Mecklenburg,,N,9.14,135,,14.81,712.0,1.0,,,"Fitness Center, Laundry Facilities, Property Manager on Site, Gameroom, Walking/Biking Trails, Community-Wide WiFi, Lounge",1986.0,,,,13.63,,,24.0,4.53,535.0,1.0,16.7,61.0,4.36,589.0,1.0,14.8,50.0,3.31,948.0,1.0,14.0,,,,,,,,,,,40.7,39.4,2783.0,39.8,2793.0
93,NC Gaston 115794,NC Gaston1220 Carriage House Ln,P8236,3,Gastonia,NC,280542130,Gaston,,N,10.23,103,,1.94,1216.0,0.4,2.7960000000000003,,"24 Hour Access, Clubhouse, Laundry Facilities, Playground, Property Manager on Site, Pet Play Area",1969.0,1975.0,12/19/08,"3,600,000",15.3,,Wood Frame,,,,,,5.0,0.76,1100.0,0.4,0.0,98.0,0.88,1126.0,0.4,2.0,,,,,,,,,,,39.8,39.0,1896.0,39.4,1915.0
94,NC Mecklenburg 117-031-33,NC Mecklenburg2619 Carver Cove Ln,P8237,3,Charlotte,NC,282086184,Mecklenburg,,N,4.98,109,,,,0.0,,,,2021.0,,,,4.9,,,,,,,,109.0,,,,,,,,,,,,,,,,,,,,34.8,36.7,2149.0,37.6,2337.0
95,NC Wake 0725.04-92-8999-000,NC Wake4545 Cary Glen Blvd,P8238,4,Cary,NC,27519,Wake,,N,7.75,120,,0.83,1056.0,0.4,2.3080000000000003,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Breakfast/Coffee Concierge, Recycling, Maintenance on site, Sundeck",2003.0,,10/09/13,,10.3,,Wood Frame,,,,,,20.0,1.12,768.0,0.4,0.0,60.0,1.0,1028.0,0.4,1.7,24.0,1.03,1144.0,0.4,0.0,16.0,0.94,1392.0,0.4,0.0,29.8,33.1,2766.0,35.1,2786.0
96,NC Union 09-112-006-A01,NC Union620 Castle Rd,P8239,2,Monroe,NC,28110,Union,,N,20.74,125,,4.0,,0.0,0.0,,,1984.0,,04/12/13,"2,400,000",34.7,,,,,,,,,,,,,125.0,,,,4.0,,,,,,,,,,,33.0,35.0,422.0,36.5,421.0
97,NC Wake 0794.19-50-7874-000,NC Wake2700 Cates Ave,P8240,3,Raleigh,NC,27607,Wake,,N,508.06,128,,4.69,550.0,0.0,,,"24 Hour Access, Courtyard, Lounge, Walk To Campus",1896.0,,,,11.83,,,126.0,,550.0,,4.8,2.0,,550.0,,0.0,,,,,,,,,,,,,,,,25.4,28.1,8242.0,29.8,7992.0
98,NC Forsyth 6843-29-6205,NC Forsyth 3626-3666 Cedar Springs Dr,P8241,3,Winston-Salem,NC,271075452,Forsyth,,N,5.44,112,,8.04,739.0,0.8,1.214,,"Property Manager on Site, Tennis Court",1984.0,,08/21/14,"1,805,000",22.45,,Masonry,,,,,,40.0,0.75,595.0,0.8,7.5,48.0,0.74,729.0,0.8,8.3,24.0,0.6,1000.0,0.8,8.3,,,,,,31.0,33.3,1415.0,34.6,1466.0
99,NC Alamance 122624,NC Alamance610 Center St,P8242,3,Burlington,NC,27215    ,Alamance,,N,10.06,100,,2.0,1100.0,0.4,1.55,,,1972.0,2003.0,12/10/15,"2,600,000",33.42,,Wood Frame,,,,,,,,,,,50.0,0.48,1000.0,0.3,0.0,50.0,0.42,1200.0,0.5,4.0,,,,,,35.8,38.3,2307.0,39.3,2408.0
100,NC Forsyth 6834-47-8364,NC Forsyth900 Center Stage Ct,P8243,4,Winston-Salem,NC,27127,Forsyth,,N,4.44,105,,4.76,606.0,0.0,,,"24 Hour Access, Gated",2002.0,,,,23.66,,Masonry,,,,,,,,,,,105.0,,606.0,,4.8,,,,,,,,,,,31.4,33.3,1890.0,34.5,1963.0
101,NC Wayne 3529151356,NC Wayne3201 Central Heights Rd,P8244,3,Goldsboro,NC,275346504,Wayne,,N,39.0,103,,48.54,,0.0,3.0869999999999997,,,,,06/02/16,"880,000",,,,,,,,,,,,,,103.0,,,,48.5,,,,,,,,,,,36.8,40.8,365.0,42.0,290.0
102,NC Mecklenburg 215-102-05,NC Mecklenburg1700 Chambers Dr,P8245,3,Matthews,NC,28105    ,Mecklenburg,,N,8.14,100,,7.0,740.0,3.3,1.62,,,1987.0,,06/28/17,"10,900,000",19.73,,Wood Frame,,,,,,60.0,1.54,633.0,5.3,6.7,40.0,1.24,900.0,0.8,7.5,,,,,,,,,,,39.9,40.5,849.0,41.1,934.0
103,NC Wake 0793.07-58-1267-000,NC Wake 2300-2385 Champion Ct,P8246,2,Raleigh,NC,27606    ,Wake,,N,,115,,6.96,833.0,0.7,1.7830000000000001,,"Laundry Facilities, Lounge",1966.0,,,,12.18,,Wood Frame,36.0,1.15,625.0,0.6,5.6,60.0,0.99,825.0,0.8,8.3,19.0,0.39,1250.0,0.7,5.3,,,,,,,,,,,23.9,27.1,8711.0,29.1,8292.0
104,NC Durham 121499,NC Durham2836 Chapel Hill Rd,P8247,2,Durham,NC,27707,Durham,,N,7.897,130,,3.85,980.0,0.5,1.754,,"Business Center, Laundry Facilities, Picnic Area, Playground, Pool, Property Manager on Site",1966.0,,11/19/13,"6,200,000",14.63,,Wood Frame,,,,,,37.0,1.0,854.0,0.4,2.7,77.0,0.93,1006.0,0.4,2.6,16.0,1.0,1146.0,1.0,12.5,,,,,,36.7,38.6,2792.0,39.2,2513.0
105,NC Cleveland 72909,NC Cleveland612 Charles St,P8248,3,Kings Mountain,NC,280863197,Cleveland,,N,8.876,100,,,800.0,0.2,1.75,,Gated,,,,,,,Masonry,,,,,,,,,,,100.0,0.73,800.0,0.2,0.0,,,,,,,,,,,39.4,39.9,433.0,40.4,467.0
106,NC Onslow 345-10.19,NC Onslow400 Charleston Ln,P8249,3,Jacksonville,NC,28546,Onslow,,N,7.0,120,,3.33,1044.0,0.5,2.5,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Breakfast/Coffee Concierge, Gameroom, Laundry Service, Media Center/Movie Theatre, Pet Play Area, Wi-Fi, Sundeck",2007.0,,09/19/16,"7,600,000",19.87,,Wood Frame,,,,,,12.0,1.21,790.0,0.9,8.3,96.0,0.94,1050.0,0.4,2.1,12.0,0.93,1250.0,0.9,8.3,,,,,,28.9,28.5,1576.0,29.9,1793.0
107,NC Durham 130137,NC Durham1835 Cheek Rd,P8250,2,Durham,NC,27704    ,Durham,,N,7.1104,100,,5.0,975.0,0.6,1.56,,Laundry Facilities,1972.0,,12/06/02,"1,850,000",12.78,,Wood Frame,,,,,,10.0,0.84,750.0,0.6,10.0,40.0,0.79,900.0,0.6,5.0,40.0,0.81,1050.0,0.5,5.0,10.0,0.8,1200.0,0.5,0.0,31.5,34.7,2678.0,35.8,2851.0
108,NC Buncombe 9658-40-5947-00000,NC Buncombe100 Cheerio Ln,P8251,2,Asheville,NC,288031237,Buncombe,,N,7.97,116,,2.59,485.0,0.5,1.724,,Laundry Facilities,1979.0,,08/02/17,"8,000,000",12.45,,Wood Frame,75.0,1.64,459.0,0.4,1.3,41.0,1.41,532.0,0.6,4.9,,,,,,,,,,,,,,,,38.9,40.5,1191.0,41.0,1056.0
109,NC Pitt 04053,NC Pitt113 Cherry Ct,P8252,2,Greenville,NC,278584206,Pitt,,N,10.1474,126,,2.38,1004.0,0.4,,,,1972.0,2019.0,09/15/17,"4,100,000",7.81,,,,,,,,46.0,0.86,760.0,0.4,2.2,80.0,0.68,1144.0,0.4,2.5,,,,,,,,,,,31.3,31.5,3490.0,32.0,3838.0
110,NC Forsyth 6835-24-0527,NC Forsyth241 Cherry St,P8253,4,Winston-Salem,NC,271015367,Forsyth,,N,3.34,115,,0.87,775.0,0.3,1.391,,"24 Hour Access, Business Center, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Picnic Area, Grill, Pet Play Area, Vintage Building",,2011.0,07/08/19,"10,827,500",23.63,,Wood Frame,,,,,,70.0,1.28,677.0,0.4,1.4,45.0,1.24,926.0,0.2,0.0,,,,,,,,,,,36.4,38.0,3135.0,39.2,2748.0
111,NC Forsyth 6835-39-1016,NC Forsyth757 Chestnut St,P8254,4,Winston-Salem,NC,271013023,Forsyth,,N,2.19,115,,5.22,770.0,0.0,0.87,,"Clubhouse, Fitness Center, Wi-Fi, Lounge",2017.0,,02/08/19,"15,500,000",23.85,,Masonry,,,,,,97.0,1.63,741.0,0.0,5.2,18.0,1.51,923.0,0.0,5.6,,,,,,,,,,,36.5,37.8,3211.0,39.0,3102.0
