,SCAPN,SCSitus_NumNam,PropID,Star_rating,City,State,Zip,County,For_sale_price,For_sale_status,Land_area,Num_units,Cap_rate,Vacancy_%,Avg_unit_sqft,Avg_Concession_%,Parking_per_unit,Days_on_mkt,Amenities,Year_built,Year_reno,Last_sale_date,Last_sale_price,Transit_dist_mile,Transit_walk_time_min,Const_material,Num_studio,Studio_rent_sqft,Studio_avg_sqft,Studio_concession_%,Studio_vacancy_%,Num_1_bed,1_bed_rent_sqft,1_bed_avg_sqft,1_bed_concession_%,1_bed_vacancy_%,Num_2_bed,2_bed_rent_sqft,2_bed_avg_sqft,2_bed_concession_%,2_bed_vacancy_%,Num_3_bed,3_bed_rent_sqft,3_bed_avg_sqft,3_bed_concession_%,3_bed_vacancy_%,Num_4_bed,4_bed_rent_sqft,4_bed_avg_sqft,4_bed_concession_%,4_bed_vacancy_%,2010_Avg_age,2019_Avg_age,2019_Pop_25_39,2024_Avg_age,2024_Pop_25_39
1508,NC Guilford 00-03-0173-0-0835-00-083,NC Guilford4048 Battleground Ave,P9651,4,Greensboro,NC,274109296,Guilford,,N,15.39,288,,3.13,878.0,0.0,1.139,,"24 Hour Access, Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Gated, Breakfast/Coffee Concierge, Car Wash Area, Grill, Media Center/Movie Theatre, Package Service, Pet Play Area, Planned Social Activities, Recycling, Walking/Biking Trails, Maintenance on site, Sundeck",2007.0,,,,7.84,,Wood Frame,,,,,,146.0,1.06,749.0,0.0,3.4,142.0,0.92,1011.0,0.0,2.8,,,,,,,,,,,42.3,40.5,459.0,40.2,458.0
1509,NC Wake 1744.01-36-0579,NC Wake1150 Baxter Ln,P9652,4,Knightdale,NC,27545,Wake,,N,17.75,304,,8.55,1042.0,0.0,1.77,,"Business Center, Fitness Center, Picnic Area, Playground, Car Wash Area, Gameroom, Grill, Wi-Fi",2009.0,,11/15/17,"49,500,000",22.18,,Wood Frame,,,,,,84.0,1.32,788.0,0.0,8.3,172.0,1.02,1077.0,0.0,8.7,48.0,1.04,1364.0,0.0,8.3,,,,,,37.6,38.7,646.0,39.6,695.0
1510,NC Wake 0796.13-03-4346-000,NC Wake4601 Baymar Dr,P9653,3,Raleigh,NC,27612    ,Wake,,N,28.73,268,,8.21,991.0,0.9,1.724,,"24 Hour Access, Clubhouse, Laundry Facilities, Picnic Area, Tennis Court, Basketball Court, Cabana, Car Wash Area, Grill, Walking/Biking Trails, Storage Space, Online Services, Sundeck",1987.0,,12/27/18,"32,984,000",7.99,,Wood Frame,,,,,,168.0,1.18,803.0,0.9,8.3,100.0,0.93,1307.0,0.9,8.0,,,,,,,,,,,41.4,40.7,2294.0,40.9,2157.0
1511,NC Pitt 74327,NC Pitt4140 Bayswater Rd,P9654,4,Winterville,NC,28590,Pitt,,N,,288,,,1259.0,0.0,,,,2019.0,,,,10.51,,,,,,,,288.0,,941.0,,,,,,,,,,,,,,,,,,32.8,34.7,1398.0,35.6,1499.0
1512,NC Wake 1734.02-65-5058,NC Wake1001 Beach Pointe Ave,P9655,3,Raleigh,NC,27604,Wake,,N,,253,,3.95,1205.0,0.6,2.162,,"24 Hour Access, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Furnished Units Available, Package Service, Pet Play Area",2000.0,,,,20.84,,Wood Frame,,,,,,28.0,1.18,794.0,0.6,3.6,178.0,0.91,1138.0,0.6,3.9,47.0,0.84,1705.0,0.6,4.3,,,,,,33.0,35.5,2085.0,37.0,1992.0
1513,NC Mecklenburg 199-541-02,NC Mecklenburg10615 Beckstone Dr,P9656,4,Charlotte,NC,28273,Mecklenburg,,N,18.637999999999998,264,,18.94,1046.0,1.0,0.0,,"Clubhouse, Fitness Center, Spa, Cabana, Grill, Media Center/Movie Theatre, Pet Play Area, Elevator, Lounge",2017.0,,,,6.56,,Wood Frame,,,,,,72.0,1.25,802.0,1.0,19.4,144.0,1.17,1081.0,1.0,18.8,48.0,1.14,1311.0,1.0,18.8,,,,,,32.3,34.4,1795.0,35.8,1793.0
1514,NC Mecklenburg 229-101-15,NC Mecklenburg8620 Bella Reese Rd,P9657,3,Charlotte,NC,282770702,Mecklenburg,,N,24.75,306,,5.88,1098.0,0.0,0.0,,"24 Hour Access, Business Center, Fitness Center, Picnic Area, Playground, Grill, Planned Social Activities, Recycling, Trash Pickup - Door to Door",2001.0,,05/27/04,"29,325,000",16.72,,Wood Frame,,,,,,106.0,1.33,823.0,0.0,5.7,149.0,1.1,1203.0,0.0,6.0,51.0,1.2,1363.0,0.0,5.9,,,,,,37.5,39.0,2295.0,40.1,2426.0
1515,NC Pitt 70964,NC Pitt2200 Bellamy Cir,P9658,4,Greenville,NC,27858,Pitt,,N,22.74,308,,22.08,1157.0,9.1,,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Gated, Furnished Units Available, Gameroom, Package Service, Volleyball Court, Storage Space, Maintenance on site",2009.0,,,,9.87,,,,,,,,,,,,,88.0,1.27,900.0,7.4,21.6,,,,,,220.0,1.38,1260.0,9.6,22.3,32.6,34.2,2313.0,34.9,2683.0
1516,NC Guilford 0000765,NC Guilford214 Bellemeade St,P9659,4,Greensboro,NC,27401,Guilford,,N,,289,,,854.0,0.0,0.0,,Roof Terrace,2019.0,,,,11.7,,Steel,,,,,,160.0,1.83,730.0,0.0,,129.0,1.62,1007.0,0.0,,,,,,,,,,,,32.8,34.4,6219.0,35.5,6156.0
1517,NC Hoke 494550301282,NC Hoke300 Bellflower Cir,P9660,2,Raeford,NC,28376,Hoke,,N,70.0,250,,2.8,1592.0,0.5,,,"Playground, Property Manager on Site, Tennis Court, Basketball Court, Volleyball Court, Maintenance on site",1993.0,,11/30/18,"20,047,500",21.69,,,,,,,,,,,,,176.0,0.67,1428.0,0.5,2.8,,,,,,74.0,0.59,1983.0,0.5,2.7,27.3,30.1,610.0,32.0,568.0
1518,NC Guilford P9661,NC Guilford Bellmeade St,P9661,4,Greensboro,NC,27401,Guilford,,N,,280,,,,0.0,,,,2021.0,,,,11.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,33.8,4776.0,34.8,4442.0
1519,NC Durham 125418,NC Durham2901 Bertland Ave,P9662,4,Durham,NC,27705,Durham,,N,13.332,278,,1.44,1066.0,0.4,1.604,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Gated, Grill, Package Service, Recycling, Storage Space, Lounge, Maintenance on site, Sundeck",2010.0,,,,18.24,,Wood Frame,,,,,,102.0,1.35,806.0,0.3,1.0,148.0,1.08,1190.0,0.3,1.4,28.0,1.07,1365.0,0.5,3.6,,,,,,42.7,44.1,987.0,44.1,986.0
1520,NC Forsyth 6818-23-4144,NC Forsyth2601 Bethabara Rd,P9663,2,Winston-Salem,NC,271061803,Forsyth,,N,36.7578,248,,5.65,1000.0,0.0,0.685,,,1965.0,,06/07/13,"4,750,000",31.34,,Wood Frame,,,,,,,,,,,,,,,,,,,,,,,,,,32.6,34.4,1691.0,35.5,1695.0
1521,NC Mecklenburg 219-111-30,NC Mecklenburg14624 Birnamwood Ln,P9664,3,Charlotte,NC,282787800,Mecklenburg,,N,4.5316,270,,,1000.0,0.0,,,,2020.0,,,,10.76,,,,,,,,90.0,,800.0,,,90.0,,1000.0,,,90.0,,1200.0,,,,,,,,29.9,32.4,727.0,34.1,674.0
1522,NC Alamance 163652,NC Alamance3000 Bluebird Ln,P9665,3,Mebane,NC,27302,Alamance,,N,41.7298,264,,5.3,1016.0,0.6,0.568,,"Controlled Access, Clubhouse, Fitness Center, Playground, Car Wash Area, Pet Play Area, Volleyball Court, Pet Washing Station, Sundeck",2017.0,,,,,,Wood Frame,,,,,,132.0,1.16,801.0,0.6,5.3,132.0,0.98,1231.0,0.6,5.3,,,,,,,,,,,33.8,35.9,829.0,37.5,928.0
1523,NC Iredell 4648-61-5291.000,NC Iredell371 Bluefield Rd,P9666,4,Mooresville,NC,28117,Iredell,,N,,276,,,,0.0,,,,2019.0,,,,34.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7,38.0,411.0,39.7,469.0
1524,NC Pitt 21184,NC Pitt3150 Boardwalk Ln,P9667,3,Greenville,NC,27834,Pitt,,N,16.895,308,,0.65,660.0,0.3,1.617,,"Business Center, Playground",2004.0,,04/10/12,"6,510,000",9.57,,,,,,,,221.0,0.87,620.0,0.3,0.9,87.0,0.93,761.0,0.3,0.0,,,,,,,,,,,31.3,33.3,1316.0,34.4,1475.0
1525,NC Wake 1704.18-31-9107-000,NC Wake425 Boylan Ave,P9668,4,Raleigh,NC,276031211,Wake,,N,,261,,9.2,832.0,0.7,1.2570000000000001,,"Controlled Access, Clubhouse, Courtyard, Fitness Center, LEED Certified - Gold, Gated, Grill, Trash Pickup - Door to Door, Walking/Biking Trails, Bicycle Storage, Elevator, Lounge",2015.0,,10/29/18,,12.52,,Reinforced Concrete,19.0,1.99,603.0,1.0,57.9,177.0,2.0,741.0,0.7,5.1,65.0,1.7,1148.0,0.7,6.2,,,,,,,,,,,36.0,37.8,9519.0,39.3,8465.0
1526,NC Orange 9778407746,NC Orange180 BPW Club Rd,P9669,2,Carrboro,NC,27510,Orange,,N,46.016999999999996,250,,11.6,1051.0,1.8,2.52,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Tennis Court, Car Wash Area, Furnished Units Available, Grill, Volleyball Court, Wi-Fi",1987.0,,01/31/17,"23,600,000",20.02,,Wood Frame,,,,,,49.0,1.11,779.0,0.0,12.2,125.0,1.0,981.0,1.3,11.2,76.0,0.96,1340.0,3.3,11.8,,,,,,30.8,33.1,2594.0,34.2,2563.0
1527,NC Buncombe 9643-98-6338-00000,NC Buncombe39 Bradley Branch Rd,P9670,3,Arden,NC,28704,Buncombe,,N,11.7,255,,,,0.0,1.624,,,2020.0,,,,1.34,,,27.0,,,,,90.0,,,,,110.0,,,,,28.0,,,,,,,,,,35.6,37.2,1691.0,38.1,1657.0
1528,NC Forsyth 5894-99-6182,NC Forsyth200 Braehill Terrace Dr,P9671,4,Winston-Salem,NC,27104,Forsyth,,N,39.02,310,,4.84,1008.0,0.0,0.9159999999999999,,"Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Tennis Court, Car Wash Area",1990.0,,08/18/16,"21,500,000",30.77,,Wood Frame,,,,,,84.0,1.12,779.0,0.0,4.8,190.0,0.9,1067.0,0.0,4.7,36.0,0.76,1227.0,0.0,5.6,,,,,,38.2,38.3,1633.0,38.9,1467.0
1529,NC Mecklenburg 083-041-06,NC Mecklenburg1700 Brevard St,P9672,4,Charlotte,NC,28206,Mecklenburg,,N,3.6,309,,,877.0,0.0,0.0,,,2019.0,,,,9.3,,,23.0,2.22,555.0,0.0,,180.0,1.91,764.0,0.0,,98.0,1.68,1115.0,0.0,,8.0,1.63,1447.0,0.0,,,,,,,34.2,35.1,5621.0,36.5,5212.0
1530,NC Mecklenburg 083-047-11,NC Mecklenburg2120 Brevard St,P9673,4,Charlotte,NC,282063452,Mecklenburg,,N,3.38,261,,70.11,998.0,6.0,,,,2019.0,,,,9.65,,,,,,,,87.0,1.93,742.0,6.0,70.1,87.0,1.69,931.0,6.0,70.1,87.0,1.79,1322.0,6.0,70.1,,,,,,34.9,35.7,3789.0,37.0,3651.0
1531,NC Cumberland 0426-24-6687,NC Cumberland29 Briar Cir,P9674,3,Fayetteville,NC,283061903,Cumberland,,N,21.1,274,,1.46,775.0,3.2,1.825,,"Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Tennis Court, Furnished Units Available, Package Service, Lounge, Maintenance on site, Sundeck",1970.0,,08/24/18,"13,700,000",4.4,,Masonry,,,,,,98.0,0.93,680.0,3.2,1.0,176.0,0.76,827.0,3.2,1.7,,,,,,,,,,,40.0,39.6,1360.0,39.8,1423.0
1532,NC Pitt 83713,NC Pitt3400 Briarcliff Dr,P9675,3,Greenville,NC,27834,Pitt,,N,19.89,264,,9.85,957.0,1.0,0.004,,"Clubhouse, Fitness Center",2016.0,,,,8.31,,Wood Frame,,,,,,132.0,1.14,802.0,1.0,9.9,132.0,0.94,1112.0,1.0,9.9,,,,,,,,,,,33.8,35.0,1475.0,35.5,1485.0
1533,NC Mecklenburg 027-561-04,NC Mecklenburg7304 Brice Knoll Ln,P9676,4,Charlotte,NC,28269,Mecklenburg,,N,25.6248,292,,12.67,1038.0,0.5,0.685,,"Fitness Center, Gameroom, Grill, Package Service, Pet Play Area, Community-Wide WiFi, Elevator, Lounge, Pet Washing Station",2017.0,,,,20.1,,Wood Frame,,,,,,125.0,1.53,747.0,0.5,12.8,148.0,1.25,1222.0,0.5,12.8,19.0,1.22,1516.0,0.5,10.5,,,,,,32.5,34.9,2544.0,36.5,2485.0
1534,NC Mecklenburg 047-441-03,NC Mecklenburg9920 Brickleberry Dr,P9677,4,Charlotte,NC,28262,Mecklenburg,,N,18.51,288,,6.25,970.0,0.7,2.0069999999999997,,"Business Center, Controlled Access, Fitness Center, Picnic Area, Property Manager on Site, Spa, Tennis Court, Gated, Grill",1999.0,,09/27/16,"42,000,000",18.86,,Wood Frame,,,,,,116.0,1.3,749.0,0.7,6.0,148.0,1.23,1092.0,0.7,6.1,24.0,1.13,1282.0,0.7,8.3,,,,,,28.7,29.6,4193.0,31.0,3632.0
1535,NC Wake 0754.01-38-0423-000,NC Wake3016 Bristol Creek Dr,P9678,4,Morrisville,NC,275607540,Wake,,N,14.61,259,,3.09,1084.0,3.3,1.719,,"Business Center, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Breakfast/Coffee Concierge, Cabana, Gameroom, Package Service, Recycling, Wi-Fi, Storage Space, Elevator, Health Club Discount, Lounge, Maintenance on site, Sundeck",2013.0,,10/09/14,"53,600,000",6.74,,Masonry,,,,,,133.0,1.42,898.0,0.5,3.0,110.0,1.31,1224.0,6.5,2.7,16.0,1.15,1656.0,0.5,6.3,,,,,,33.7,35.9,3054.0,37.5,3121.0
1536,NC Henderson 9969886,NC Henderson41 Brittany Place Dr,P9679,4,Hendersonville,NC,28792,Henderson,,N,14.75,288,,50.0,1035.0,1.0,1.389,,"Clubhouse, Fitness Center",2001.0,,,,11.1,,Masonry,,,,,,108.0,1.26,811.0,1.0,50.0,108.0,1.14,1053.0,1.0,50.0,72.0,1.05,1343.0,1.0,50.0,,,,,,42.9,43.4,781.0,43.5,794.0
1537,NC Wake 0741.04-64-0123-000,NC Wake1000 Broadstone Way,P9680,4,Apex,NC,27502,Wake,,N,18.77,300,,4.0,1134.0,0.0,0.006999999999999999,,"Business Center, Clubhouse, Fitness Center, Picnic Area, Playground, Gated, Breakfast/Coffee Concierge, Cabana, Grill, Pet Play Area, Wi-Fi",2013.0,,06/04/19,,18.54,,Wood Frame,,,,,,120.0,0.99,916.0,0.0,4.2,144.0,1.07,1234.0,0.0,4.2,36.0,1.01,1461.0,0.0,2.8,,,,,,35.2,36.0,977.0,37.0,964.0
1538,NC Guilford 18-00-0508-0-0001-00-006,NC Guilford3504 Broadstone Village Dr,P9681,3,High Point,NC,27260,Guilford,,N,21.76,296,,4.39,970.0,0.0,1.409,,"Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Tennis Court, Gated, Breakfast/Coffee Concierge, Package Service, Vintage Building, Storage Space",2001.0,,,,17.31,,Wood Frame,,,,,,92.0,1.02,728.0,0.0,4.4,166.0,0.79,992.0,0.0,4.2,38.0,0.7,1456.0,0.0,5.3,,,,,,33.8,35.9,1128.0,37.0,1183.0
1539,NC Wake 0793.10-25-7378-000,NC Wake 2601-2845 Broadwell Dr,P9682,2,Raleigh,NC,27606    ,Wake,,N,3.4858,250,,,880.0,0.2,0.8,,Walking/Biking Trails,1960.0,,,,12.61,,Wood Frame,,,,,,,,,,,250.0,0.79,880.0,0.2,0.0,,,,,,,,,,,26.9,29.2,5836.0,31.1,5296.0
1540,NC Wake 0734.04-74-9849-000,NC Wake200 Brook Arbor Dr,P9683,4,Cary,NC,27519,Wake,,N,29.1889,297,,8.42,1085.0,2.0,1.755,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Spa, Tennis Court, Car Wash Area, Grill, Package Service, Storage Space, Lounge, Maintenance on site, Sundeck",1998.0,,11/22/17,"54,500,000",10.73,,Wood Frame,,,,,,82.0,1.28,806.0,4.0,8.5,165.0,1.07,1099.0,0.9,8.5,50.0,1.02,1498.0,2.7,8.0,,,,,,32.0,35.1,1740.0,36.9,2143.0
1541,NC Forsyth 5895-75-0542,NC Forsyth100 Brookberry Dr,P9684,3,Winston-Salem,NC,271043393,Forsyth,,N,31.49,252,,3.97,1085.0,0.0,1.484,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Corporate Suites, Breakfast/Coffee Concierge, Car Wash Area, Grill, Package Service, Pet Play Area, Planned Social Activities, Recycling, Trash Pickup - Door to Door",2000.0,,,,31.98,,Wood Frame,,,,,,84.0,1.22,855.0,0.0,3.6,120.0,1.07,1125.0,0.0,3.3,48.0,0.89,1385.0,0.0,6.3,,,,,,40.5,41.5,670.0,42.2,709.0
1542,NC Cumberland 9497-77-0293,NC Cumberland6430 Brookstone Ln,P9685,3,Fayetteville,NC,283142067,Cumberland,,N,12.42,282,,7.09,850.0,0.8,1.1520000000000001,,"Fitness Center, Playground, Laundry Service",1998.0,,,,10.47,,Wood Frame,,,,,,141.0,0.89,700.0,0.8,7.1,141.0,0.75,1000.0,0.8,7.1,,,,,,,,,,,28.7,29.8,3699.0,31.3,3344.0
1543,NC Randolph 7718-49-5471,NC Randolph900 Brookwood Cir,P9686,3,Archdale,NC,27263,Randolph,,N,17.0961,298,,4.03,674.0,0.6,,,"Clubhouse, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Basketball Court, Grill, Laundry Service, Package Service",1987.0,,,,20.27,,,20.0,1.34,388.0,0.6,5.0,154.0,0.95,588.0,0.6,3.9,100.0,0.85,788.0,0.6,4.0,24.0,0.85,988.0,0.6,4.2,,,,,,38.4,39.4,1302.0,40.0,1296.0
1544,NC Wake 0758.04-82-4992-000,NC Wake9240 Bruckhaus St,P9687,4,Raleigh,NC,276174299,Wake,,N,8.7292,274,,7.66,1018.0,0.1,1.124,,"Business Center, Clubhouse, Fitness Center, Picnic Area, Property Manager on Site, Furnished Units Available, Grill, Storage Space, Elevator, Maintenance on site",2008.0,,10/15/15,"37,390,000",4.79,,Wood Frame,,,,,,173.0,1.17,879.0,0.0,7.5,101.0,1.05,1254.0,0.3,7.9,,,,,,,,,,,34.0,34.7,3325.0,36.1,2791.0
1545,NC Wake 0751.06-48-0261-000,NC Wake1000 Brynmar Oaks Dr,P9688,3,Apex,NC,27539,Wake,,N,19.7036,273,,,982.0,5.4,,,,2019.0,,,,16.68,,Wood Frame,1.0,1.88,572.0,0.0,,138.0,1.5,739.0,3.7,,110.0,1.23,1197.0,8.3,,24.0,1.19,1413.0,0.0,,,,,,,35.1,38.2,862.0,39.6,1134.0
1546,NC Mecklenburg 019-111-08,NC Mecklenburg13428 Bryton Gap Blvd,P9689,4,Huntersville,NC,28078,Mecklenburg,,N,24.6169,296,,6.08,1034.0,1.1,0.0,,"Business Center, Clubhouse, Fitness Center, Lounge",2016.0,,08/24/17,"48,840,000",18.9,,Wood Frame,,,,,,131.0,1.32,804.0,0.3,6.1,134.0,1.15,1182.0,0.0,6.0,31.0,1.1,1363.0,8.3,6.5,,,,,,42.1,41.7,79.0,41.7,81.0
1547,NC Lee 9642-03-8425-00,NC Lee2519 Buffalo Church Rd,P9690,2,Sanford,NC,27330,Lee,,N,8.45,246,,,951.0,0.3,,,"Car Wash Area, Pet Play Area",1994.0,,,,,,,,,,,,84.0,0.8,750.0,0.3,0.0,81.0,0.71,990.0,0.3,0.0,81.0,0.71,1120.0,0.3,0.0,,,,,,36.9,37.2,900.0,38.0,863.0
1548,NC Wake 0736.01-08-9648-000,NC Wake25510 Burbage Cir,P9691,4,Cary,NC,27519,Wake,,N,15.35,276,,4.35,1063.0,0.0,1.63,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Spa, Cabana, Car Wash Area, Grill, Pet Play Area, Wi-Fi",2009.0,,11/30/18,"47,925,000",9.35,,Wood Frame,,,,,,140.0,1.43,828.0,0.0,4.3,82.0,1.13,1286.0,0.0,4.9,54.0,1.25,1334.0,0.0,3.7,,,,,,29.3,31.5,753.0,33.4,624.0
1549,NC New Hanover R06507-015-001-000,NC New Hanover1522 Cadfel Ct,P9692,4,Wilmington,NC,28412,New Hanover,,N,15.96,284,,15.85,1038.0,1.0,1.056,,"24 Hour Access, Business Center, Fitness Center, Picnic Area, Tennis Court, Basketball Court, Grill, Media Center/Movie Theatre, Wi-Fi",2006.0,,11/06/15,,12.89,,Wood Frame,174.0,1.5,1036.0,1.0,16.1,33.0,1.42,779.0,1.0,15.2,47.0,1.3,1073.0,1.0,14.9,30.0,1.17,1276.0,1.0,16.7,,,,,,41.9,41.7,1230.0,41.7,1327.0
1550,NC Wake 1726.18-32-4278-000,NC Wake3008 Calvary Dr,P9693,3,Raleigh,NC,27604,Wake,,N,,280,,5.36,778.0,0.0,1.482,,"Clubhouse, Fitness Center, Playground",1986.0,,03/26/15,"15,100,000",19.03,,Wood Frame,,,,,,160.0,1.18,660.0,0.0,5.6,120.0,0.98,936.0,0.0,5.0,,,,,,,,,,,29.9,32.6,4727.0,34.2,4386.0
1551,NC Mecklenburg 209-551-02,NC Mecklenburg6316 Cameron Forest Ln,P9694,4,Charlotte,NC,282105040,Mecklenburg,,N,34.9449,309,,9.06,946.0,3.1,1.515,,"Fitness Center, Tennis Court, Basketball Court, Grill, Pet Play Area, Volleyball Court",1984.0,2007.0,11/14/16,"48,999,984",11.45,,Wood Frame,,,,,,68.0,1.48,793.0,0.9,8.8,241.0,1.56,989.0,3.5,9.1,,,,,,,,,,,42.1,42.0,1672.0,42.2,1707.0
1552,NC Cumberland 0437-80-4845-,NC Cumberland501 Campbell Ter,P9695,2,Fayetteville,NC,28301    ,Cumberland,,N,,249,,,,0.0,0.08,,,,,,,4.86,,Masonry,,,,,,,,,,,,,,,,,,,,,,,,,,36.3,38.0,1359.0,39.5,1507.0
1553,NC Alamance 112658,NC Alamance130 Canary Pl,P9696,4,Burlington,NC,272159786,Alamance,,N,,288,,4.86,870.0,0.6,0.0,,"Clubhouse, Fitness Center, Playground, Gated, Breakfast/Coffee Concierge, Car Wash Area, Pet Play Area, Volleyball Court",2017.0,,,,29.96,,Wood Frame,,,,,,144.0,1.19,739.0,0.6,4.9,144.0,1.03,1001.0,0.6,4.9,,,,,,,,,,,42.2,41.5,889.0,41.4,940.0
1554,NC Mecklenburg 143-173-12,NC Mecklenburg605 Candler Ln,P9697,4,Charlotte,NC,28217,Mecklenburg,,N,20.05,300,,7.0,1019.0,1.4,1.59,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Spa, Tennis Court, Gated, Car Wash Area, Grill, Trash Pickup - Door to Door, Wi-Fi",1999.0,,08/21/17,"43,400,000",5.21,,Wood Frame,,,,,,86.0,1.38,757.0,2.4,7.0,178.0,1.09,1095.0,1.4,6.7,36.0,1.12,1273.0,0.0,8.3,,,,,,32.8,34.8,652.0,36.0,665.0
1555,NC Mecklenburg 089-241-05,NC Mecklenburg2003 Canterwood Dr,P9698,3,Charlotte,NC,282137940,Mecklenburg,,N,30.0,310,,13.87,995.0,1.0,1.452,,Playground,1969.0,2005.0,06/25/18,"22,049,500",13.74,,Masonry,,,,,,96.0,1.01,780.0,1.0,13.5,164.0,0.82,1059.0,1.0,14.0,50.0,1.02,1200.0,1.0,14.0,,,,,,31.8,33.4,4120.0,34.8,4127.0
1556,NC Iredell 4647-14-2442.000,NC Iredell156 Capital Ave,P9699,4,Mooresville,NC,28117-823,Iredell,,N,11.55,281,,5.34,1028.0,1.2,1.423,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Spa, Car Wash Area, Furnished Units Available, Guest Apartment, Package Service, Lounge, Maintenance on site",2014.0,,12/07/16,"43,500,000",32.84,,Wood Frame,,,,,,147.0,1.43,838.0,1.4,4.8,99.0,1.28,1117.0,1.2,5.1,35.0,1.05,1570.0,0.9,8.6,,,,,,30.2,34.0,978.0,36.1,1225.0
1557,NC Onslow 414-9,NC Onslow200 Carmen Ave,P9700,3,Jacksonville,NC,28540,Onslow,,N,20.98,286,,4.55,927.0,0.6,,,"Business Center, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Package Service, Storage Space, Maintenance on site, Sundeck",1973.0,2011.0,06/18/18,"13,350,000",16.38,,Wood Frame,,,,,,79.0,0.83,758.0,0.6,3.8,198.0,0.79,984.0,0.6,4.6,9.0,0.77,1158.0,1.0,11.1,,,,,,33.2,32.4,1905.0,33.2,2306.0
1558,NC Iredell 4647-49-6356.000,NC Iredell175 Carriage Club Dr,P9701,4,Mooresville,NC,28117,Iredell,,N,22.503,268,,1.49,945.0,0.0,2.049,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Grill, Package Service, Sundeck",2000.0,2005.0,06/07/19,"38,500,000",33.86,,Wood Frame,,,,,,110.0,1.22,766.0,0.0,1.8,136.0,1.09,1051.0,0.0,1.5,22.0,1.15,1181.0,0.0,0.0,,,,,,32.1,38.5,3.0,39.1,3.0
1559,NC Wake 0757.03-00-1338-000,NC Wake3055 Carrington Mill Blvd,P9702,4,Morrisville,NC,275608871,Wake,,N,22.7925,262,,8.02,1029.0,0.0,,,"Business Center, Controlled Access, Courtyard, Fitness Center, Cabana, Gameroom, Grill, Elevator, Lounge, Online Services",2018.0,,,,3.42,,,,,,,,102.0,1.53,772.0,0.0,7.8,131.0,1.34,1136.0,0.0,8.4,29.0,1.18,1453.0,0.0,6.9,,,,,,32.9,35.0,1101.0,36.2,957.0
1560,NC Mecklenburg 201-011-07,NC Mecklenburg1825 Carrington Oaks Dr,P9703,3,Charlotte,NC,28273,Mecklenburg,,N,23.193,274,,6.2,1127.0,0.0,1.642,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Sauna, Security System, Tennis Court, Corporate Suites, Gated, Breakfast/Coffee Concierge, Gameroom, Grill, Storage Space",2004.0,,04/10/12,"24,360,000",4.5,,Wood Frame,,,,,,75.0,1.28,807.0,0.0,6.7,164.0,1.05,1199.0,0.0,6.1,35.0,1.05,1478.0,0.0,5.7,,,,,,32.1,33.6,3492.0,35.0,3009.0
1561,NC Wake 0746.02-76-6684-000,NC Wake1001 Carrington Park Cir,P9704,4,Morrisville,NC,27560,Wake,,N,16.0,266,,8.27,1120.0,0.0,2.075,,"Business Center, Clubhouse, Fitness Center, Property Manager on Site, Maintenance on site",2007.0,,06/08/17,"38,750,000",4.47,,Wood Frame,,,,,,96.0,1.36,828.0,0.0,8.3,124.0,1.15,1198.0,0.0,8.1,46.0,1.02,1502.0,0.0,8.7,,,,,,31.3,34.0,1694.0,35.5,1502.0
