rate_id,description,description_data,rate,component_id,component_name,trnx_authorization_1,parent_partner_tier,parent_payout_region,contract_type_final,partner_type,start_date,end_date,standard_rate_only,domestic_ultimate_csn,precedence,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
20811,PSI-M2S Renewal-Platinum-Korea-Mature-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Platinum-Korea-Mature-Product Specific Reseller,M2S Renewal,Platinum,Korea-Mature,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20812,PSI-M2S Renewal-Gold-Korea-Mature-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Gold-Korea-Mature-Product Specific Reseller,M2S Renewal,Gold,Korea-Mature,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20813,PSI-M2S Renewal-Platinum-ASEAN-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Platinum-ASEAN-Emerging-Product Specific Reseller,M2S Renewal,Platinum,ASEAN-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20814,PSI-M2S Renewal-Gold-ASEAN-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Gold-ASEAN-Emerging-Product Specific Reseller,M2S Renewal,Gold,ASEAN-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20815,PSI-M2S Renewal-Platinum-Taiwan-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Platinum-Taiwan-Emerging-Product Specific Reseller,M2S Renewal,Platinum,Taiwan-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20816,PSI-M2S Renewal-Gold-Taiwan-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Gold-Taiwan-Emerging-Product Specific Reseller,M2S Renewal,Gold,Taiwan-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20817,PSI-M2S Renewal-Platinum-Greater China-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Platinum-Greater China-Emerging-Product Specific Reseller,M2S Renewal,Platinum,Greater China-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20818,PSI-M2S Renewal-Gold-Greater China-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Gold-Greater China-Emerging-Product Specific Reseller,M2S Renewal,Gold,Greater China-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20819,PSI-M2S Renewal-Platinum-Hong Kong-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Platinum-Hong Kong-Emerging-Product Specific Reseller,M2S Renewal,Platinum,Hong Kong-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20820,PSI-M2S Renewal-Gold-Hong Kong-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Gold-Hong Kong-Emerging-Product Specific Reseller,M2S Renewal,Gold,Hong Kong-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20821,PSI-M2S Renewal-Platinum-Brazil-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Platinum-Brazil-Emerging-Product Specific Reseller,M2S Renewal,Platinum,Brazil-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20822,PSI-M2S Renewal-Gold-Brazil-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Gold-Brazil-Emerging-Product Specific Reseller,M2S Renewal,Gold,Brazil-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20823,PSI-M2S Renewal-Platinum-Mexico-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Platinum-Mexico-Emerging-Product Specific Reseller,M2S Renewal,Platinum,Mexico-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20824,PSI-M2S Renewal-Gold-Mexico-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Gold-Mexico-Emerging-Product Specific Reseller,M2S Renewal,Gold,Mexico-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20825,PSI-M2S Renewal-Platinum-MCO-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Platinum-MCO-Emerging-Product Specific Reseller,M2S Renewal,Platinum,MCO-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20826,PSI-M2S Renewal-Gold-MCO-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Gold-MCO-Emerging-Product Specific Reseller,M2S Renewal,Gold,MCO-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20827,PSI-M2S Renewal-Platinum-EMEA_USD_AFRICA-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Platinum-EMEA_USD_AFRICA-Emerging-Product Specific Reseller,M2S Renewal,Platinum,EMEA_USD_AFRICA-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20828,PSI-M2S Renewal-Gold-EMEA_USD_AFRICA-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Gold-EMEA_USD_AFRICA-Emerging-Product Specific Reseller,M2S Renewal,Gold,EMEA_USD_AFRICA-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20829,PSI-M2S Renewal-Platinum-EMEA_USD_TURKEY-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Platinum-EMEA_USD_TURKEY-Emerging-Product Specific Reseller,M2S Renewal,Platinum,EMEA_USD_TURKEY-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20830,PSI-M2S Renewal-Gold-EMEA_USD_TURKEY-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Gold-EMEA_USD_TURKEY-Emerging-Product Specific Reseller,M2S Renewal,Gold,EMEA_USD_TURKEY-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20831,PSI-M2S Renewal-Platinum-EMEA_USD_MEAMSD-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Platinum-EMEA_USD_MEAMSD-Emerging-Product Specific Reseller,M2S Renewal,Platinum,EMEA_USD_MEAMSD-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20832,PSI-M2S Renewal-Gold-EMEA_USD_MEAMSD-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Gold-EMEA_USD_MEAMSD-Emerging-Product Specific Reseller,M2S Renewal,Gold,EMEA_USD_MEAMSD-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20833,PSI-M2S Renewal-Platinum-USCanada-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Platinum-USCanada-Product Specific Reseller,M2S Renewal,Platinum,USCanada,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20834,PSI-M2S Renewal-Gold-USCanada-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Gold-USCanada-Product Specific Reseller,M2S Renewal,Gold,USCanada,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20835,PSI-M2S Renewal-Platinum-EMEA_EURO_EFTA_Mature-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Platinum-EMEA_EURO_EFTA_Mature-Product Specific Reseller,M2S Renewal,Platinum,EMEA_EURO_EFTA_Mature,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20836,PSI-M2S Renewal-Gold-EMEA_EURO_EFTA_Mature-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Gold-EMEA_EURO_EFTA_Mature-Product Specific Reseller,M2S Renewal,Gold,EMEA_EURO_EFTA_Mature,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20837,PSI-M2S Renewal-Platinum-EMEA_GBP_EFTA_Mature-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Platinum-EMEA_GBP_EFTA_Mature-Product Specific Reseller,M2S Renewal,Platinum,EMEA_GBP_EFTA_Mature,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20838,PSI-M2S Renewal-Gold-EMEA_GBP_EFTA_Mature-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Gold-EMEA_GBP_EFTA_Mature-Product Specific Reseller,M2S Renewal,Gold,EMEA_GBP_EFTA_Mature,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20839,PSI-M2S Renewal-Platinum-EMEA_USD_RUSSIA-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Platinum-EMEA_USD_RUSSIA-Emerging-Product Specific Reseller,M2S Renewal,Platinum,EMEA_USD_RUSSIA-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20840,PSI-M2S Renewal-Gold-EMEA_USD_RUSSIA-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Gold-EMEA_USD_RUSSIA-Emerging-Product Specific Reseller,M2S Renewal,Gold,EMEA_USD_RUSSIA-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20841,PSI-M2S Renewal-Reseller-India-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Reseller-India-Emerging-Product Specific Reseller,M2S Renewal,Reseller,India-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20842,PSI-M2S Renewal-Reseller-ANZ-Mature-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Reseller-ANZ-Mature-Product Specific Reseller,M2S Renewal,Reseller,ANZ-Mature,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20843,PSI-M2S Renewal-Reseller-JPY-Mature-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Reseller-JPY-Mature-Product Specific Reseller,M2S Renewal,Reseller,JPY-Mature,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20844,PSI-M2S Renewal-Reseller-Korea-Mature-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Reseller-Korea-Mature-Product Specific Reseller,M2S Renewal,Reseller,Korea-Mature,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20845,PSI-M2S Renewal-Reseller-ASEAN-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Reseller-ASEAN-Emerging-Product Specific Reseller,M2S Renewal,Reseller,ASEAN-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20846,PSI-M2S Renewal-Reseller-Taiwan-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Reseller-Taiwan-Emerging-Product Specific Reseller,M2S Renewal,Reseller,Taiwan-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20847,PSI-M2S Renewal-Reseller-Greater China-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Reseller-Greater China-Emerging-Product Specific Reseller,M2S Renewal,Reseller,Greater China-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20848,PSI-M2S Renewal-Reseller-Hong Kong-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Reseller-Hong Kong-Emerging-Product Specific Reseller,M2S Renewal,Reseller,Hong Kong-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20849,PSI-M2S Renewal-Reseller-Brazil-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Reseller-Brazil-Emerging-Product Specific Reseller,M2S Renewal,Reseller,Brazil-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20850,PSI-M2S Renewal-Reseller-Mexico-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Reseller-Mexico-Emerging-Product Specific Reseller,M2S Renewal,Reseller,Mexico-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20851,PSI-M2S Renewal-Reseller-MCO-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Reseller-MCO-Emerging-Product Specific Reseller,M2S Renewal,Reseller,MCO-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20852,PSI-M2S Renewal-Reseller-EMEA_USD_AFRICA-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Reseller-EMEA_USD_AFRICA-Emerging-Product Specific Reseller,M2S Renewal,Reseller,EMEA_USD_AFRICA-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20853,PSI-M2S Renewal-Reseller-EMEA_USD_TURKEY-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Reseller-EMEA_USD_TURKEY-Emerging-Product Specific Reseller,M2S Renewal,Reseller,EMEA_USD_TURKEY-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20854,PSI-M2S Renewal-Reseller-EMEA_USD_MEAMSD-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Reseller-EMEA_USD_MEAMSD-Emerging-Product Specific Reseller,M2S Renewal,Reseller,EMEA_USD_MEAMSD-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20855,PSI-M2S Renewal-Reseller-USCanada-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Reseller-USCanada-Product Specific Reseller,M2S Renewal,Reseller,USCanada,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20856,PSI-M2S Renewal-Reseller-EMEA_EURO_EFTA_Mature-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Reseller-EMEA_EURO_EFTA_Mature-Product Specific Reseller,M2S Renewal,Reseller,EMEA_EURO_EFTA_Mature,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20857,PSI-M2S Renewal-Reseller-EMEA_GBP_EFTA_Mature-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Reseller-EMEA_GBP_EFTA_Mature-Product Specific Reseller,M2S Renewal,Reseller,EMEA_GBP_EFTA_Mature,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20858,PSI-M2S Renewal-Reseller-EMEA_USD_RUSSIA-Emerging-Product Specific Reseller,{},0.11,19000,PSI-M2S Renewal-Reseller-EMEA_USD_RUSSIA-Emerging-Product Specific Reseller,M2S Renewal,Reseller,EMEA_USD_RUSSIA-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20859,PSI-M2S Renewal-Platinum-EMEA_USD_FR-AFRICA-Emerging-Product Specific Reseller,{},0.17,19000,PSI-M2S Renewal-Platinum-EMEA_USD_FR-AFRICA-Emerging-Product Specific Reseller,M2S Renewal,Platinum,EMEA_USD_FR-AFRICA-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20860,PSI-M2S Renewal-Gold-EMEA_USD_FR-AFRICA-Emerging-Product Specific Reseller,{},0.17,19000,PSI-M2S Renewal-Gold-EMEA_USD_FR-AFRICA-Emerging-Product Specific Reseller,M2S Renewal,Gold,EMEA_USD_FR-AFRICA-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20861,PSI-M2S Renewal-Reseller-EMEA_USD_FR-AFRICA-Emerging-Product Specific Reseller,{},0.17,19000,PSI-M2S Renewal-Reseller-EMEA_USD_FR-AFRICA-Emerging-Product Specific Reseller,M2S Renewal,Reseller,EMEA_USD_FR-AFRICA-Emerging,Product Specific Reseller,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20862,PSI-M2S Online Renewal-Platinum-India-Emerging-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Platinum-India-Emerging-Direct VAR,M2S Online Renewal,Platinum,India-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20863,PSI-M2S Online Renewal-Gold-India-Emerging-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Gold-India-Emerging-Direct VAR,M2S Online Renewal,Gold,India-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20864,PSI-M2S Online Renewal-Platinum-ANZ-Mature-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Platinum-ANZ-Mature-Direct VAR,M2S Online Renewal,Platinum,ANZ-Mature,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20865,PSI-M2S Online Renewal-Gold-ANZ-Mature-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Gold-ANZ-Mature-Direct VAR,M2S Online Renewal,Gold,ANZ-Mature,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20866,PSI-M2S Online Renewal-Platinum-JPY-Mature-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Platinum-JPY-Mature-Direct VAR,M2S Online Renewal,Platinum,JPY-Mature,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20867,PSI-M2S Online Renewal-Gold-JPY-Mature-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Gold-JPY-Mature-Direct VAR,M2S Online Renewal,Gold,JPY-Mature,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20868,PSI-M2S Online Renewal-Platinum-Korea-Mature-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Platinum-Korea-Mature-Direct VAR,M2S Online Renewal,Platinum,Korea-Mature,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20869,PSI-M2S Online Renewal-Gold-Korea-Mature-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Gold-Korea-Mature-Direct VAR,M2S Online Renewal,Gold,Korea-Mature,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20870,PSI-M2S Online Renewal-Platinum-ASEAN-Emerging-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Platinum-ASEAN-Emerging-Direct VAR,M2S Online Renewal,Platinum,ASEAN-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20871,PSI-M2S Online Renewal-Gold-ASEAN-Emerging-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Gold-ASEAN-Emerging-Direct VAR,M2S Online Renewal,Gold,ASEAN-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20872,PSI-M2S Online Renewal-Platinum-Taiwan-Emerging-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Platinum-Taiwan-Emerging-Direct VAR,M2S Online Renewal,Platinum,Taiwan-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20873,PSI-M2S Online Renewal-Gold-Taiwan-Emerging-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Gold-Taiwan-Emerging-Direct VAR,M2S Online Renewal,Gold,Taiwan-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20874,PSI-M2S Online Renewal-Platinum-Greater China-Emerging-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Platinum-Greater China-Emerging-Direct VAR,M2S Online Renewal,Platinum,Greater China-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20875,PSI-M2S Online Renewal-Gold-Greater China-Emerging-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Gold-Greater China-Emerging-Direct VAR,M2S Online Renewal,Gold,Greater China-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20876,PSI-M2S Online Renewal-Platinum-Hong Kong-Emerging-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Platinum-Hong Kong-Emerging-Direct VAR,M2S Online Renewal,Platinum,Hong Kong-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20877,PSI-M2S Online Renewal-Gold-Hong Kong-Emerging-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Gold-Hong Kong-Emerging-Direct VAR,M2S Online Renewal,Gold,Hong Kong-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20878,PSI-M2S Online Renewal-Platinum-Brazil-Emerging-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Platinum-Brazil-Emerging-Direct VAR,M2S Online Renewal,Platinum,Brazil-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20879,PSI-M2S Online Renewal-Gold-Brazil-Emerging-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Gold-Brazil-Emerging-Direct VAR,M2S Online Renewal,Gold,Brazil-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20880,PSI-M2S Online Renewal-Platinum-Mexico-Emerging-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Platinum-Mexico-Emerging-Direct VAR,M2S Online Renewal,Platinum,Mexico-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20881,PSI-M2S Online Renewal-Gold-Mexico-Emerging-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Gold-Mexico-Emerging-Direct VAR,M2S Online Renewal,Gold,Mexico-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20882,PSI-M2S Online Renewal-Platinum-MCO-Emerging-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Platinum-MCO-Emerging-Direct VAR,M2S Online Renewal,Platinum,MCO-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20883,PSI-M2S Online Renewal-Gold-MCO-Emerging-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Gold-MCO-Emerging-Direct VAR,M2S Online Renewal,Gold,MCO-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20884,PSI-M2S Online Renewal-Platinum-EMEA_USD_AFRICA-Emerging-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Platinum-EMEA_USD_AFRICA-Emerging-Direct VAR,M2S Online Renewal,Platinum,EMEA_USD_AFRICA-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20885,PSI-M2S Online Renewal-Gold-EMEA_USD_AFRICA-Emerging-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Gold-EMEA_USD_AFRICA-Emerging-Direct VAR,M2S Online Renewal,Gold,EMEA_USD_AFRICA-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20886,PSI-M2S Online Renewal-Platinum-EMEA_USD_TURKEY-Emerging-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Platinum-EMEA_USD_TURKEY-Emerging-Direct VAR,M2S Online Renewal,Platinum,EMEA_USD_TURKEY-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20887,PSI-M2S Online Renewal-Gold-EMEA_USD_TURKEY-Emerging-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Gold-EMEA_USD_TURKEY-Emerging-Direct VAR,M2S Online Renewal,Gold,EMEA_USD_TURKEY-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20888,PSI-M2S Online Renewal-Platinum-EMEA_USD_MEAMSD-Emerging-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Platinum-EMEA_USD_MEAMSD-Emerging-Direct VAR,M2S Online Renewal,Platinum,EMEA_USD_MEAMSD-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20889,PSI-M2S Online Renewal-Gold-EMEA_USD_MEAMSD-Emerging-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Gold-EMEA_USD_MEAMSD-Emerging-Direct VAR,M2S Online Renewal,Gold,EMEA_USD_MEAMSD-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20890,PSI-M2S Online Renewal-Platinum-USCanada-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Platinum-USCanada-Direct VAR,M2S Online Renewal,Platinum,USCanada,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20891,PSI-M2S Online Renewal-Gold-USCanada-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Gold-USCanada-Direct VAR,M2S Online Renewal,Gold,USCanada,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20892,PSI-M2S Online Renewal-Platinum-EMEA_EURO_EFTA_Mature-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Platinum-EMEA_EURO_EFTA_Mature-Direct VAR,M2S Online Renewal,Platinum,EMEA_EURO_EFTA_Mature,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20893,PSI-M2S Online Renewal-Gold-EMEA_EURO_EFTA_Mature-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Gold-EMEA_EURO_EFTA_Mature-Direct VAR,M2S Online Renewal,Gold,EMEA_EURO_EFTA_Mature,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20894,PSI-M2S Online Renewal-Platinum-EMEA_GBP_EFTA_Mature-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Platinum-EMEA_GBP_EFTA_Mature-Direct VAR,M2S Online Renewal,Platinum,EMEA_GBP_EFTA_Mature,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20895,PSI-M2S Online Renewal-Gold-EMEA_GBP_EFTA_Mature-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Gold-EMEA_GBP_EFTA_Mature-Direct VAR,M2S Online Renewal,Gold,EMEA_GBP_EFTA_Mature,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20896,PSI-M2S Online Renewal-Platinum-EMEA_USD_RUSSIA-Emerging-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Platinum-EMEA_USD_RUSSIA-Emerging-Direct VAR,M2S Online Renewal,Platinum,EMEA_USD_RUSSIA-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20897,PSI-M2S Online Renewal-Gold-EMEA_USD_RUSSIA-Emerging-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Gold-EMEA_USD_RUSSIA-Emerging-Direct VAR,M2S Online Renewal,Gold,EMEA_USD_RUSSIA-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20898,PSI-M2S Online Renewal-Reseller-India-Emerging-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Reseller-India-Emerging-Direct VAR,M2S Online Renewal,Reseller,India-Emerging,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
20899,PSI-M2S Online Renewal-Reseller-ANZ-Mature-Direct VAR,{},0.11,20000,PSI-M2S Online Renewal-Reseller-ANZ-Mature-Direct VAR,M2S Online Renewal,Reseller,ANZ-Mature,Direct VAR,Reseller,11/01/2020,01/31/2021,False,,100,,,,,,
